GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
00037	Abbeville, LA Urban Cluster	C	29189595	298416	11.27	0.115	29.967156	-92.095966                                                                                                                    
00064	Abbeville, SC Urban Cluster	C	11271121	19786	4.352	0.008	34.179237	-82.379726                                                                                                                     
00091	Abbotsford, WI Urban Cluster	C	5394607	13221	2.083	0.005	44.948612	-90.315875                                                                                                                     
00118	Aberdeen, MS Urban Cluster	C	7416532	52820	2.864	0.02	33.824742	-88.554591                                                                                                                        
00145	Aberdeen, SD Urban Cluster	C	33108387	120864	12.783	0.047	45.463186	-98.471033                                                                                                                    
00172	Aberdeen, WA Urban Cluster	C	40024063	1932756	15.453	0.746	46.976365	-123.796056                                                                                                                  
00199	Aberdeen--Bel Air South--Bel Air North, MD Urbanized Area	U	339740568	9829171	131.175	3.795	39.508976	-76.303431                                                                                  
00226	Abernathy, TX Urban Cluster	C	3051035	12572	1.178	0.005	33.830523	-101.846278                                                                                                                     
00253	Abilene, KS Urban Cluster	C	8744326	1877	3.376	0.001	38.921855	-97.220768                                                                                                                         
00280	Abilene, TX Urbanized Area	U	141798265	988193	54.749	0.382	32.428784	-99.747194                                                                                                                   
00334	Abingdon, IL Urban Cluster	C	3739679	0	1.444	0.	40.804175	-90.401522                                                                                                                              
00388	Ada, OH Urban Cluster	C	4755114	0	1.836	0.	40.767231	-83.82466                                                                                                                                    
00415	Ada, OK Urban Cluster	C	30913537	89141	11.936	0.034	34.774803	-96.669103                                                                                                                          
00450	Adams, NY Urban Cluster	C	5100413	13914	1.969	0.005	43.808664	-76.021178                                                                                                                          
00469	Adel, GA Urban Cluster	C	15717525	192796	6.069	0.074	31.145731	-83.429099                                                                                                                         
00496	Adel, IA Urban Cluster	C	4596484	0	1.775	0.	41.612188	-94.021031                                                                                                                                  
00550	Adjuntas, PR Urban Cluster	C	20440780	156184	7.892	0.06	18.166604	-66.729934                                                                                                                      
00577	Adrian, MI Urban Cluster	C	62207099	614875	24.018	0.237	41.859557	-84.041512                                                                                                                      
00604	Agat, GU Urban Cluster	C	12699268	2939	4.903	0.001	13.39108	+144.669527                                                                                                                           
00631	Aguadilla--Isabela--San Sebastián, PR Urbanized Area	U	619740158	897357	239.283	0.346	18.370709	-67.040996                                                                                        
00658	Ahoskie, NC Urban Cluster	C	7548519	0	2.914	0.	36.287867	-76.983286                                                                                                                               
00676	Air Force Academy, CO Urban Cluster	C	6459851	0	2.494	0.	38.985935	-104.858324                                                                                                                    
00712	Ajo, AZ Urban Cluster	C	6916365	0	2.67	0.	32.388725	-112.868897                                                                                                                                   
00739	Akron, NY Urban Cluster	C	6779977	0	2.618	0.	43.020471	-78.493346                                                                                                                                 
00766	Akron, OH Urbanized Area	U	842772976	17433035	325.396	6.731	41.066225	-81.491897                                                                                                                  
00793	Alachua, FL Urban Cluster	C	9780472	31222	3.776	0.012	29.791205	-82.507956                                                                                                                        
00820	Alamogordo, NM Urban Cluster	C	42917924	54166	16.571	0.021	32.902756	-105.949613                                                                                                                  
00847	Alamosa, CO Urban Cluster	C	18820658	39885	7.267	0.015	37.459931	-105.872135                                                                                                                      
00901	Albany, GA Urbanized Area	U	183459928	2790603	70.834	1.077	31.591097	-84.168827                                                                                                                   
00921	Albany, MN Urban Cluster	C	4338937	285660	1.675	0.11	45.630888	-94.569355                                                                                                                         
00955	Albany, OR Urbanized Area	U	61927939	299240	23.911	0.116	44.63009	-123.090051                                                                                                                     
00970	Albany--Schenectady, NY Urbanized Area	U	765883143	16255211	295.709	6.276	42.743895	-73.799436                                                                                                    
00982	Albemarle, NC Urban Cluster	C	44466747	63396	17.169	0.024	35.369088	-80.196358                                                                                                                    
01009	Albert Lea, MN Urban Cluster	C	25478585	1395986	9.837	0.539	43.654568	-93.373855                                                                                                                  
01036	Albertville, AL Urban Cluster	C	92828353	5174684	35.841	1.998	34.268058	-86.22354                                                                                                                 
01063	Albia, IA Urban Cluster	C	5597696	0	2.161	0.	41.027003	-92.805176                                                                                                                                 
01090	Albion, MI Urban Cluster	C	17101884	135557	6.603	0.052	42.252722	-84.75533                                                                                                                        
01117	Albion, NY Urban Cluster	C	7638316	0	2.949	0.	43.245788	-78.193603                                                                                                                                
01144	Albion, PA Urban Cluster	C	7434016	56074	2.87	0.022	41.890344	-80.355166                                                                                                                          
01171	Albuquerque, NM Urbanized Area	U	650563154	8497797	251.184	3.281	35.143367	-106.628138                                                                                                            
01198	Alderson, WV Urban Cluster	C	3441619	92304	1.329	0.036	37.727925	-80.649268                                                                                                                       
01225	Aledo, IL Urban Cluster	C	5741920	30085	2.217	0.012	41.198542	-90.745194                                                                                                                          
01232	Aledo, TX Urban Cluster	C	12139192	163278	4.687	0.063	32.680976	-97.647149                                                                                                                        
01252	Alexander City, AL Urban Cluster	C	25156222	65442	9.713	0.025	32.939745	-85.957946                                                                                                                
01279	Alexandria, LA Urbanized Area	U	169609539	905527	65.487	0.35	31.298299	-92.539847                                                                                                                 
01306	Alexandria, MN Urban Cluster	C	38395819	7476290	14.825	2.887	45.900999	-95.3683                                                                                                                   
01333	Alfred, NY Urban Cluster	C	3117022	0	1.203	0.	42.256634	-77.784266                                                                                                                                
01360	Algoma, WI Urban Cluster	C	4746974	106289	1.833	0.041	44.607208	-87.444363                                                                                                                        
01387	Algona, IA Urban Cluster	C	6887318	16085	2.659	0.006	43.072716	-94.228677                                                                                                                         
01414	Alice, TX Urban Cluster	C	28171290	0	10.877	0.	27.7524	-98.075031                                                                                                                                 
01441	Allegan, MI Urban Cluster	C	12209394	147540	4.714	0.057	42.530023	-85.849978                                                                                                                      
01468	Allendale, SC Urban Cluster	C	5948733	0	2.297	0.	33.008841	-81.311258                                                                                                                             
01495	Allentown, PA--NJ Urbanized Area	U	896594628	10722381	346.177	4.14	40.651207	-75.441903                                                                                                           
01522	Alliance, NE Urban Cluster	C	12053047	31691	4.654	0.012	42.100596	-102.87402                                                                                                                      
01549	Alliance, OH Urban Cluster	C	45952613	276796	17.742	0.107	40.914526	-81.09674                                                                                                                     
01603	Alma, GA Urban Cluster	C	7398738	274038	2.857	0.106	31.541885	-82.469694                                                                                                                          
01630	Alma--St. Louis, MI Urban Cluster	C	19244908	405635	7.431	0.157	43.390674	-84.641499                                                                                                              
01657	Almont, MI Urban Cluster	C	3625768	1570	1.4	0.001	42.921599	-83.039777                                                                                                                            
01684	Alpena, MI Urban Cluster	C	24380446	1830884	9.413	0.707	45.063072	-83.453033                                                                                                                      
01711	Alpine, TX Urban Cluster	C	10814930	335	4.176	0.	30.358305	-103.664632                                                                                                                            
01738	Altavista, VA Urban Cluster	C	14411329	124082	5.564	0.048	37.113627	-79.294132                                                                                                                    
01765	Alton, IL--MO Urbanized Area	U	142060316	1923798	54.85	0.743	38.897792	-90.128014                                                                                                                 
01792	Altoona, PA Urbanized Area	U	96848720	168682	37.394	0.065	40.485263	-78.393865                                                                                                                    
01819	Alturas, CA Urban Cluster	C	4933311	16517	1.905	0.006	41.489183	-120.546287                                                                                                                       
01846	Altus, OK Urban Cluster	C	31472100	521227	12.151	0.201	34.652723	-99.310867                                                                                                                       
01873	Alva, OK Urban Cluster	C	6804489	0	2.627	0.	36.801099	-98.664668                                                                                                                                  
01900	Alvarado, TX Urban Cluster	C	7362427	19915	2.843	0.008	32.412725	-97.216759                                                                                                                       
01927	Amarillo, TX Urbanized Area	U	210823472	1121377	81.399	0.433	35.197528	-101.849137                                                                                                                
01981	American Falls, ID Urban Cluster	C	3703570	0	1.43	0.	42.782363	-112.853175                                                                                                                        
02008	Americus, GA Urban Cluster	C	31473727	139046	12.152	0.054	32.072568	-84.229191                                                                                                                    
02035	Amery, WI Urban Cluster	C	5343408	1111970	2.063	0.429	45.30657	-92.364724                                                                                                                         
02062	Ames, IA Urbanized Area	U	59823126	506395	23.098	0.196	42.031532	-93.633771                                                                                                                       
02116	Amite City, LA Urban Cluster	C	18158237	40581	7.011	0.016	30.733723	-90.5208                                                                                                                      
02143	Amory, MS Urban Cluster	C	14384773	27224	5.554	0.011	33.984789	-88.48001                                                                                                                          
02153	Amouli, AS Urban Cluster	C	12119259	0	4.679	0.	-14.26556	-170.589772                                                                                                                              
02170	Amsterdam, NY Urban Cluster	C	26865926	773233	10.373	0.299	42.953164	-74.195042                                                                                                                   
02197	Anaconda-Deer Lodge County, MT Urban Cluster	C	6204190	0	2.395	0.	46.130926	-112.956934                                                                                                           
02224	Anacortes, WA Urban Cluster	C	24575118	590029	9.489	0.228	48.48661	-122.628592                                                                                                                    
02251	Anadarko, OK Urban Cluster	C	6280062	0	2.425	0.	35.071385	-98.241229                                                                                                                              
02278	Anamosa, IA Urban Cluster	C	5458867	0	2.108	0.	42.110072	-91.276045                                                                                                                               
02305	Anchorage, AK Urbanized Area	U	220106755	2653412	84.984	1.024	61.167916	-149.847166                                                                                                               
02332	Anchorage Northeast, AK Urban Cluster	C	42332738	348414	16.345	0.135	61.358397	-149.54688                                                                                                         
02359	Andalusia, AL Urban Cluster	C	14926867	32462	5.763	0.013	31.311564	-86.479556                                                                                                                     
02386	Anderson, IN Urbanized Area	U	171099379	747557	66.062	0.289	40.088751	-85.679816                                                                                                                  
02413	Anderson, SC Urbanized Area	U	191929840	3276231	74.105	1.265	34.520711	-82.660933                                                                                                                 
02440	Andrews, SC Urban Cluster	C	7781114	0	3.004	0.	33.450931	-79.562021                                                                                                                               
02467	Andrews, TX Urban Cluster	C	16186156	30529	6.25	0.012	32.320646	-102.546505                                                                                                                       
02494	Angels, CA Urban Cluster	C	6902237	23589	2.665	0.009	38.074409	-120.551042                                                                                                                        
02548	Angola, IN Urban Cluster	C	23646951	3913804	9.13	1.511	41.661031	-85.016767                                                                                                                       
02575	Anna, IL Urban Cluster	C	10306980	47210	3.98	0.018	37.460138	-89.251143                                                                                                                           
02581	Anna, TX Urban Cluster	C	18103770	14418	6.99	0.006	33.379026	-96.56367                                                                                                                            
02590	Annandale, MN Urban Cluster	C	6952100	0	2.684	0.	45.260115	-94.121311                                                                                                                             
02602	Ann Arbor, MI Urbanized Area	U	413224191	13556145	159.547	5.234	42.240003	-83.662679                                                                                                              
02629	Anniston--Oxford, AL Urbanized Area	U	224828975	1389229	86.807	0.536	33.664398	-85.828795                                                                                                         
02656	Antigo, WI Urban Cluster	C	10801706	84336	4.171	0.033	45.142639	-89.153197                                                                                                                        
02683	Antioch, CA Urbanized Area	U	209064468	3260493	80.72	1.259	37.991687	-121.78212                                                                                                                   
02710	Apalachicola, FL Urban Cluster	C	7242675	15809621	2.796	6.104	29.751831	-84.909118                                                                                                                
02764	Appleton, WI Urbanized Area	U	268670157	10747312	103.734	4.15	44.24668	-88.411096                                                                                                                 
02773	Apple Valley, OH Urban Cluster	C	12288354	2044219	4.745	0.789	40.438206	-82.34901                                                                                                                 
02791	Arab, AL Urban Cluster	C	21701761	301947	8.379	0.117	34.382557	-86.511915                                                                                                                         
02825	Arbuckle, CA Urban Cluster	C	1871310	0	0.723	0.	39.016726	-122.060221                                                                                                                             
02845	Arcade, NY Urban Cluster	C	6117049	0	2.362	0.	42.534572	-78.466924                                                                                                                                
02899	Arcadia, LA Urban Cluster	C	7054368	0	2.724	0.	32.552383	-92.923763                                                                                                                               
02901	Arcadia, WI Urban Cluster	C	5469613	0	2.112	0.	44.249691	-91.490922                                                                                                                               
02912	Arcadia--Southeast Arcadia, FL Urban Cluster	C	26228702	15770	10.127	0.006	27.213341	-81.852437                                                                                                   
02926	Arcata--McKinleyville, CA Urban Cluster	C	42642057	312128	16.464	0.121	40.914605	-124.089324                                                                                                      
02953	Archbold, OH Urban Cluster	C	9776705	37919	3.775	0.015	41.52504	-84.294163                                                                                                                        
02965	Archer Lodge--Clayton, NC Urban Cluster	C	52388290	476072	20.227	0.184	35.668587	-78.365739                                                                                                       
02980	Arcola, IL Urban Cluster	C	3492690	44848	1.349	0.017	39.684596	-88.302758                                                                                                                         
03007	Ardmore, OK Urban Cluster	C	30232601	76559	11.673	0.03	34.178548	-97.14166                                                                                                                        
03034	Arecibo, PR Urbanized Area	U	217708137	1543862	84.058	0.596	18.454601	-66.807974                                                                                                                  
03088	Arizona City, AZ Urban Cluster	C	12150456	186302	4.691	0.072	32.749832	-111.673175                                                                                                                
03115	Arkadelphia, AR Urban Cluster	C	14924020	0	5.762	0.	34.124479	-93.067849                                                                                                                          
03142	Arkansas City, KS Urban Cluster	C	24895459	143724	9.612	0.055	37.060526	-97.034648                                                                                                                
03158	Arlington, TN Urban Cluster	C	20085296	88142	7.755	0.034	35.280006	-89.662685                                                                                                                     
03196	Arroyo Grande--Grover Beach, CA Urbanized Area	U	59632917	233075	23.024	0.09	35.118449	-120.60761                                                                                                 
03223	Artesia, NM Urban Cluster	C	16878273	16969	6.517	0.007	32.837488	-104.414485                                                                                                                      
03250	Arvin, CA Urban Cluster	C	11204963	0	4.326	0.	35.203012	-118.832555                                                                                                                               
03277	Ashburn, GA Urban Cluster	C	8186518	104500	3.161	0.04	31.700815	-83.650095                                                                                                                        
03304	Ashdown, AR Urban Cluster	C	9399512	0	3.629	0.	33.679449	-94.125849                                                                                                                               
03331	Asheboro, NC Urban Cluster	C	85270640	197576	32.923	0.076	35.731289	-79.804259                                                                                                                    
03358	Asheville, NC Urbanized Area	U	686015974	6252194	264.872	2.414	35.536615	-82.664713                                                                                                               
03365	Ashland, MO Urban Cluster	C	4721253	0	1.823	0.	38.771524	-92.259131                                                                                                                               
03375	Ashland, NE Urban Cluster	C	3232694	66446	1.248	0.026	41.040566	-96.366597                                                                                                                        
03385	Ashland, OH Urban Cluster	C	20736511	49269	8.006	0.019	40.863585	-82.316997                                                                                                                       
03395	Ashland, PA Urban Cluster	C	14644958	0	5.654	0.	40.765322	-76.387366                                                                                                                              
03412	Ashland, WI Urban Cluster	C	11179053	5410	4.316	0.002	46.578646	-90.881298                                                                                                                        
03439	Ashland City, TN Urban Cluster	C	8170373	0	3.155	0.	36.300459	-87.04661                                                                                                                           
03466	Ashtabula, OH Urban Cluster	C	56393843	403383	21.774	0.156	41.877017	-80.78496                                                                                                                    
03493	Ashville, OH Urban Cluster	C	13965050	534661	5.392	0.206	39.718512	-82.967119                                                                                                                     
03520	Aspen, CO Urban Cluster	C	11838633	0	4.571	0.	39.199278	-106.840283                                                                                                                               
03547	Astoria, OR Urban Cluster	C	23573200	1641819	9.102	0.634	46.15521	-123.849689                                                                                                                     
03601	Atchison, KS--MO Urban Cluster	C	15613688	160893	6.028	0.062	39.570588	-95.137251                                                                                                                 
03655	Athens, AL Urban Cluster	C	69988372	501547	27.023	0.194	34.811825	-86.952175                                                                                                                      
03682	Athens, OH Urban Cluster	C	25728992	260344	9.934	0.101	39.327239	-82.111599                                                                                                                       
03709	Athens, TN Urban Cluster	C	38475362	0	14.855	0.	35.448026	-84.600178                                                                                                                              
03736	Athens, TX Urban Cluster	C	23896496	64685	9.226	0.025	32.201604	-95.847373                                                                                                                        
03763	Athens-Clarke County, GA Urbanized Area	U	254858033	2543801	98.401	0.982	33.942089	-83.398272                                                                                                     
03790	Athol, MA Urban Cluster	C	24221424	1053681	9.352	0.407	42.621077	-72.23532                                                                                                                        
03817	Atlanta, GA Urbanized Area	U	6850603579	94478701	2645.033	36.478	33.824102	-84.331858                                                                                                             
03844	Atlanta, TX Urban Cluster	C	19354421	101572	7.473	0.039	33.125525	-94.167911                                                                                                                      
03871	Atlantic, IA Urban Cluster	C	7301327	72792	2.819	0.028	41.40042	-95.007871                                                                                                                        
03898	Atlantic City, NJ Urbanized Area	U	325875158	11758124	125.821	4.54	39.371079	-74.590533                                                                                                           
03925	Atmore, AL Urban Cluster	C	12225383	40082	4.72	0.015	31.021931	-87.487418                                                                                                                         
03957	Atoka, TN Urban Cluster	C	53336826	204780	20.593	0.079	35.428823	-89.802973                                                                                                                       
03979	Attica, IN Urban Cluster	C	10137002	85101	3.914	0.033	40.29083	-87.269893                                                                                                                         
04006	Attica, NY Urban Cluster	C	5826786	0	2.25	0.	42.873714	-78.271755                                                                                                                                 
04021	Aubrey, TX Urban Cluster	C	6098799	2579	2.355	0.001	33.288094	-96.989684                                                                                                                          
04033	Auburn, AL Urbanized Area	U	129340400	885274	49.939	0.342	32.614294	-85.443932                                                                                                                    
04054	Auburn, IL Urban Cluster	C	5214355	0	2.013	0.	39.590007	-89.749542                                                                                                                                
04060	Auburn, IN Urban Cluster	C	30213089	0	11.665	0.	41.369655	-85.070758                                                                                                                              
04087	Auburn, NE Urban Cluster	C	5204595	0	2.01	0.	40.38848	-95.843424                                                                                                                                  
04114	Auburn, NY Urban Cluster	C	33428832	239529	12.907	0.092	42.926811	-76.561994                                                                                                                      
04130	Auburn--North Auburn, CA Urban Cluster	C	69198120	261127	26.718	0.101	38.932512	-121.079665                                                                                                       
04168	Augusta, KS Urban Cluster	C	10633840	690960	4.106	0.267	37.69194	-96.973193                                                                                                                       
04195	Augusta, ME Urban Cluster	C	44907267	724962	17.339	0.28	44.265179	-69.782239                                                                                                                      
04222	Augusta-Richmond County, GA--SC Urbanized Area	U	672711450	6759556	259.735	2.61	33.487951	-81.996378                                                                                              
04249	Aumsville, OR Urban Cluster	C	2979867	0	1.151	0.	44.845016	-122.866978                                                                                                                            
04276	Aurora, MO Urban Cluster	C	15212085	39864	5.873	0.015	36.967117	-93.730413                                                                                                                        
04303	Aurora, NE Urban Cluster	C	5464043	14529	2.11	0.006	40.867831	-98.003674                                                                                                                          
04330	Au Sable, MI Urban Cluster	C	27109077	628627	10.467	0.243	44.45283	-83.346783                                                                                                                     
04357	Austin, MN Urban Cluster	C	31664335	254097	12.226	0.098	43.671232	-92.977883                                                                                                                      
04384	Austin, TX Urbanized Area	U	1355711206	10911407	523.443	4.213	30.358514	-97.761533                                                                                                                
04411	Ava, MO Urban Cluster	C	5412263	1126	2.09	0.	36.954458	-92.661589                                                                                                                                 
04438	Avalon, CA Urban Cluster	C	3435130	0	1.326	0.	33.341591	-118.328722                                                                                                                               
04465	Avenal, CA Urban Cluster	C	7912976	0	3.055	0.	35.993168	-120.126356                                                                                                                               
04519	Avon, NY Urban Cluster	C	10085520	0	3.894	0.	42.899102	-77.741633                                                                                                                                 
04549	Avondale--Goodyear, AZ Urbanized Area	U	227212273	833470	87.727	0.322	33.472717	-112.399026                                                                                                       
04573	Avra Valley, AZ Urban Cluster	C	10127105	0	3.91	0.	32.42773	-111.326681                                                                                                                           
04587	Aztec, NM Urban Cluster	C	16349046	302610	6.312	0.117	36.833998	-107.996013                                                                                                                       
04600	Bad Axe, MI Urban Cluster	C	6468027	0	2.497	0.	43.802505	-82.997959                                                                                                                               
04627	Bainbridge, GA Urban Cluster	C	26713204	650992	10.314	0.251	30.90486	-84.564687                                                                                                                   
04654	Baker City, OR Urban Cluster	C	13005425	178981	5.021	0.069	44.783476	-117.82877                                                                                                                   
04681	Bakersfield, CA Urbanized Area	U	358527408	2308942	138.428	0.891	35.362282	-119.030559                                                                                                            
04708	Bald Knob, AR Urban Cluster	C	5966043	0	2.304	0.	35.31222	-91.574315                                                                                                                              
04762	Baldwin, WI Urban Cluster	C	9558724	0	3.691	0.	44.975947	-92.428301                                                                                                                               
04789	Baldwin City, KS Urban Cluster	C	5321146	4437	2.055	0.002	38.777506	-95.18748                                                                                                                     
04816	Ballinger, TX Urban Cluster	C	5224799	0	2.017	0.	31.742188	-99.955786                                                                                                                             
04843	Baltimore, MD Urbanized Area	U	1856841121	65517539	716.93	25.296	39.234099	-76.64776                                                                                                              
04870	Baltimore, OH Urban Cluster	C	6950431	0	2.684	0.	39.843837	-82.587277                                                                                                                             
04897	Bamberg, SC Urban Cluster	C	7238006	0	2.795	0.	33.29856	-81.029973                                                                                                                                
04924	Bandon, OR Urban Cluster	C	5707454	7562	2.204	0.003	43.113779	-124.415518                                                                                                                         
04951	Bangor, ME Urbanized Area	U	109957644	3813324	42.455	1.472	44.834066	-68.748807                                                                                                                   
05005	Baraboo, WI Urban Cluster	C	16090108	186855	6.212	0.072	43.46854	-89.748766                                                                                                                       
05032	Barbourville, KY Urban Cluster	C	13085664	158660	5.052	0.061	36.860165	-83.855348                                                                                                                 
05059	Bardstown, KY Urban Cluster	C	44048020	384160	17.007	0.148	37.835762	-85.466                                                                                                                      
05086	Bar Harbor, ME Urban Cluster	C	4387702	0	1.694	0.	44.392241	-68.221804                                                                                                                            
05113	Barnesville, GA Urban Cluster	C	14054293	102435	5.426	0.04	33.052313	-84.154709                                                                                                                   
05140	Barnesville, OH Urban Cluster	C	5154238	31354	1.99	0.012	39.988847	-81.172633                                                                                                                     
05167	Barnstable Town, MA Urbanized Area	U	718601908	58462671	277.454	22.573	41.823248	-70.73623                                                                                                        
05194	Barnwell, SC Urban Cluster	C	9372803	40813	3.619	0.016	33.248668	-81.361338                                                                                                                       
05221	Barre--Montpelier, VT Urban Cluster	C	45889815	525495	17.718	0.203	44.198429	-72.517883                                                                                                           
05248	Barron, WI Urban Cluster	C	4959116	49729	1.915	0.019	45.401877	-91.852847                                                                                                                         
05275	Barrow, AK Urban Cluster	C	2102060	437401	0.812	0.169	71.29367	-156.764378                                                                                                                        
05302	Barstow, CA Urban Cluster	C	31972224	0	12.345	0.	34.888025	-117.038426                                                                                                                            
05329	Bartlesville, OK Urban Cluster	C	63449863	32200	24.498	0.012	36.745387	-95.956299                                                                                                                 
05356	Bartlett, TX Urban Cluster	C	2792677	1094	1.078	0.	30.796199	-97.433073                                                                                                                           
05410	Basalt--El Jebel, CO Urban Cluster	C	10427999	23798	4.026	0.009	39.405046	-107.162186                                                                                                             
05423	Basehor, KS Urban Cluster	C	6337535	102674	2.447	0.04	39.127539	-94.941756                                                                                                                        
05437	Bastrop, LA Urban Cluster	C	26101216	105190	10.078	0.041	32.776783	-91.913851                                                                                                                     
05464	Bastrop, TX Urban Cluster	C	29716780	338214	11.474	0.131	30.193702	-97.298965                                                                                                                     
05491	Batavia, NY Urban Cluster	C	20720562	211667	8.	0.082	43.002665	-78.177406                                                                                                                         
05518	Batesburg-Leesville, SC Urban Cluster	C	14966941	127564	5.779	0.049	33.908055	-81.510262                                                                                                          
05545	Batesville, AR Urban Cluster	C	23827441	202777	9.2	0.078	35.7706	-91.633541                                                                                                                       
05572	Batesville, IN Urban Cluster	C	15590312	118684	6.019	0.046	39.297793	-85.199664                                                                                                                   
05599	Batesville, MS Urban Cluster	C	21323039	0	8.233	0.	34.304012	-89.942158                                                                                                                           
05653	Bath, NY Urban Cluster	C	11099053	244884	4.285	0.095	42.34625	-77.31417                                                                                                                           
05680	Baton Rouge, LA Urbanized Area	U	950010859	11822111	366.801	4.565	30.427885	-91.038912                                                                                                            
05707	Battle Creek, MI Urbanized Area	U	137402037	3529055	53.051	1.363	42.31374	-85.197926                                                                                                              
05734	Battlement Mesa, CO Urban Cluster	C	7577729	907	2.926	0.	39.461661	-108.040535                                                                                                                    
05761	Battle Mountain, NV Urban Cluster	C	5040053	0	1.946	0.	40.638336	-116.946269                                                                                                                      
05788	Baxley, GA Urban Cluster	C	14613423	13203	5.642	0.005	31.771186	-82.346883                                                                                                                        
05815	Baxter Springs, KS Urban Cluster	C	11515598	0	4.446	0.	37.021334	-94.737759                                                                                                                       
05842	Bayard, NM Urban Cluster	C	7015986	33593	2.709	0.013	32.764832	-108.140064                                                                                                                        
05869	Bay City, MI Urbanized Area	U	104451544	4164094	40.329	1.608	43.608621	-83.890506                                                                                                                 
05896	Bay City, TX Urban Cluster	C	24204422	25388	9.345	0.01	28.980702	-95.954928                                                                                                                       
05904	Bayfield, CO Urban Cluster	C	4733115	0	1.827	0.	37.241913	-107.596765                                                                                                                             
05923	Bay Minette, AL Urban Cluster	C	14865635	139486	5.74	0.054	30.883529	-87.775532                                                                                                                   
05958	Bealeton, VA Urban Cluster	C	9545701	26766	3.686	0.01	38.567378	-77.786511                                                                                                                        
05977	Beardstown, IL Urban Cluster	C	7464881	212330	2.882	0.082	40.013699	-90.42372                                                                                                                     
06004	Beatrice, NE Urban Cluster	C	17390216	170156	6.714	0.066	40.267398	-96.743305                                                                                                                     
06031	Beaufort--Port Royal, SC Urban Cluster	C	118871449	13055726	45.897	5.041	32.421916	-80.716466                                                                                                     
06058	Beaumont, TX Urbanized Area	U	237471146	2860934	91.688	1.105	30.11918	-94.127119                                                                                                                  
