CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
520	44180	Springfield, MO Metro Area	1	7787627619	35981602	    3006.820	      13.893	 37.360870	 -93.180262                                                                                             
212	44220	Springfield, OH Metro Area	1	1029469370	13070242	     397.480	       5.046	 39.917032	 -83.783676                                                                                             
524	44300	State College, PA Metro Area	1	2874687362	7878513	    1109.923	       3.042	 40.909160	 -77.847830                                                                                            
496	44340	Statesboro, GA Micro Area	2	1743037409	40494139	     672.991	      15.635	 32.393408	 -81.743810                                                                                              
277	44420	Staunton-Waynesboro, VA Metro Area	1	2595236023	10536056	    1002.026	       4.068	 38.160958	 -79.127632                                                                                     
525	44460	Steamboat Springs, CO Micro Area	2	6117617719	15831744	    2362.026	       6.113	 40.483664	-106.987702                                                                                       
221	44580	Sterling, IL Micro Area	2	1772198883	31796423	     684.250	      12.277	 41.750571	 -89.910957                                                                                                
554	44620	Stevens Point, WI Micro Area	2	2074117686	56938029	     800.821	      21.984	 44.476246	 -89.498070                                                                                           
488	44700	Stockton-Lodi, CA Metro Area	1	3603647025	91127543	    1391.376	      35.185	 37.934982	-121.272244                                                                                           
310	44780	Sturgis, MI Micro Area	2	1296553521	52912990	     500.602	      20.430	 41.911488	 -85.522870                                                                                                 
206	44860	Sulphur Springs, TX Micro Area	2	1987018121	66250826	     767.192	      25.580	 33.148959	 -95.565194                                                                                         
470	44900	Summerville, GA Micro Area	2	811512405	570806	     313.327	       0.220	 34.474178	 -85.345289                                                                                                
482	44920	Summit Park, UT Micro Area	2	4844755736	26612845	    1870.571	      10.275	 40.872060	-110.968486                                                                                             
146	44980	Sunbury, PA Micro Area	2	1187166422	49616021	     458.368	      19.157	 40.851524	 -76.709877                                                                                                 
532	45060	Syracuse, NY Metro Area	1	6176907940	1020646108	    2384.918	     394.074	 43.006516	 -76.196134                                                                                              
538	45140	Tahlequah, OK Micro Area	2	1940958254	69624105	     749.408	      26.882	 35.904367	 -94.996796                                                                                               
142	45180	Talladega-Sylacauga, AL Micro Area	2	3594135648	100885786	    1387.704	      38.952	 33.186086	 -86.197757                                                                                    
533	45220	Tallahassee, FL Metro Area	1	6184050070	556601745	    2387.675	     214.905	 30.386428	 -84.280410                                                                                            
522	45380	Taylorville, IL Micro Area	2	1837278859	16221514	     709.377	       6.263	 39.545524	 -89.279593                                                                                             
422	45540	The Villages, FL Metro Area	1	1417596662	84144128	     547.337	      32.488	 28.714294	 -82.074715                                                                                            
122	45580	Thomaston, GA Micro Area	2	837696991	10663279	     323.437	       4.117	 32.881837	 -84.292281                                                                                                
248	45660	Tiffin, OH Micro Area	2	1427135405	4593158	     551.020	       1.773	 41.120022	 -83.127504                                                                                                   
534	45780	Toledo, OH Metro Area	1	3531467479	673611709	    1363.507	     260.083	 41.543997	 -83.690889                                                                                                 
408	45860	Torrington, CT Micro Area	2	2384262297	62138320	     920.569	      23.992	 41.791883	 -73.235404                                                                                              
408	45940	Trenton, NJ Metro Area	1	581629671	11189320	     224.568	       4.320	 40.282503	 -74.703724                                                                                                  
472	46020	Truckee-Grass Valley, CA Micro Area	2	2480638607	41513172	     957.780	      16.028	 39.297508	-120.771343                                                                                    
536	46060	Tucson, AZ Metro Area	1	23794325411	5273054	    9187.041	       2.036	 32.128523	-111.783027                                                                                                  
538	46140	Tulsa, OK Metro Area	1	16237998497	493550071	    6269.527	     190.561	 36.254150	 -96.174978                                                                                                 
540	46340	Tyler, TX Metro Area	1	2386700344	73067567	     921.510	      28.212	 32.375106	 -95.268743                                                                                                   
362	46460	Union City, TN-KY Micro Area	2	1944535953	91518983	     750.790	      35.336	 36.408823	 -89.162683                                                                                           
212	46500	Urbana, OH Micro Area	2	1110247662	3015668	     428.669	       1.164	 40.132759	 -83.767542                                                                                                   
488	46700	Vallejo-Fairfield, CA Metro Area	1	2128379537	218647641	     821.772	      84.420	 38.267226	-121.939594                                                                                      
194	46740	Valley, AL Micro Area	2	1545009121	17048126	     596.531	       6.582	 32.915504	 -85.394032                                                                                                  
338	46780	Van Wert, OH Micro Area	2	1059698928	3281853	     409.152	       1.267	 40.855520	 -84.585775                                                                                                 
512	46820	Vermillion, SD Micro Area	2	1067562649	13071014	     412.188	       5.047	 42.916150	 -96.980468                                                                                              
298	46980	Vicksburg, MS Micro Area	2	2786648433	113512128	    1075.931	      43.827	 32.181760	 -90.876125                                                                                              
544	47020	Victoria, TX Metro Area	1	4491432535	36383641	    1734.152	      14.048	 28.731455	 -97.196993                                                                                                
428	47220	Vineland-Bridgeton, NJ Metro Area	1	1252937239	502091171	     483.762	     193.858	 39.328387	 -75.121644                                                                                     
545	47260	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	1	6972345097	3214108085	    2692.038	    1240.974	 36.856081	 -76.373791                                                                
546	47300	Visalia-Porterville, CA Metro Area	1	12494776875	37391591	    4824.261	      14.437	 36.228824	-118.781061                                                                                    
244	47420	Wahpeton, ND-MN Micro Area	2	5663688400	25518466	    2186.762	       9.853	 46.293950	 -96.790701                                                                                             
338	47540	Wapakoneta, OH Micro Area	2	1039599279	1345186	     401.392	       0.519	 40.561309	 -84.224018                                                                                               
356	47580	Warner Robins, GA Metro Area	1	2006923538	19556095	     774.878	       7.551	 32.401594	 -83.635095                                                                                           
312	47660	Warrensburg, MO Micro Area	2	2147833554	10122996	     829.283	       3.909	 38.741528	 -93.811863                                                                                             
274	47820	Washington, NC Micro Area	2	2143053946	338699480	     827.438	     130.773	 35.482313	 -76.842014                                                                                             
548	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	1	16178106918	1124017724	    6246.402	     433.986	 38.816928	 -77.448228                                                             
198	47920	Washington Court House, OH Micro Area	2	1052458587	1705317	     406.357	       0.658	 39.555275	 -83.461945                                                                                   
376	48020	Watertown-Fort Atkinson, WI Micro Area	2	1441234317	68110734	     556.464	      26.298	 43.013804	 -88.773985                                                                                 
554	48140	Wausau, WI Metro Area	1	4001539245	81145909	    1545.003	      31.331	 44.898036	 -89.757823                                                                                                  
430	48260	Weirton-Steubenville, WV-OH Metro Area	1	1502240255	29714228	     580.018	      11.473	 40.388914	 -80.701966                                                                                 
376	48580	Whitewater-Elkhorn, WI Micro Area	2	1438080813	55247228	     555.246	      21.331	 42.668110	 -88.541731                                                                                      
556	48620	Wichita, KS Metro Area	1	12981364606	92855414	    5012.133	      35.852	 37.629831	 -97.398832                                                                                                
558	48700	Williamsport, PA Metro Area	1	3182060991	39457017	    1228.601	      15.234	 41.343620	 -77.055225                                                                                            
178	48940	Wilmington, OH Micro Area	2	1058487158	9351754	     408.684	       3.611	 39.429004	 -83.795048                                                                                               
468	48980	Wilson, NC Micro Area	2	953483115	14477233	     368.142	       5.590	 35.700357	 -77.921598                                                                                                   
548	49020	Winchester, VA-WV Metro Area	1	2753436712	16216599	    1063.108	       6.261	 39.272974	 -78.471828                                                                                           
268	49180	Winston-Salem, NC Metro Area	1	5201851143	80932198	    2008.446	      31.248	 36.078852	 -80.345064                                                                                           
554	49220	Wisconsin Rapids-Marshfield, WI Micro Area	2	2053722456	42296681	     792.947	      16.331	 44.461413	 -90.038825                                                                             
148	49340	Worcester, MA-CT Metro Area	1	5240884091	199162317	    2023.517	      76.897	 42.217311	 -71.925535                                                                                           
276	49620	York-Hanover, PA Metro Area	1	2341884216	16941833	     904.207	       6.541	 39.921751	 -76.728889                                                                                            
566	49660	Youngstown-Warren-Boardman, OH-PA Metro Area	1	4409156947	108718491	    1702.385	      41.976	 41.236302	 -80.561868                                                                          
472	49700	Yuba City, CA Metro Area	1	3197220091	46732645	    1234.454	      18.044	 39.160969	-121.511833                                                                                               
198	49780	Zanesville, OH Micro Area	2	1721328071	20657330	     664.609	       7.976	 39.966046	 -81.943506                                                                                              
	19000	Cullowhee, NC Micro Area	2	1271085173	9779083	     490.769	       3.776	 35.279929	 -83.122478                                                                                                   
	45000	Susanville, CA Micro Area	2	11761620852	463438654	    4541.187	     178.935	 40.721086	-120.629952                                                                                               
	11020	Altoona, PA Metro Area	1	1361815246	3285511	     525.800	       1.269	 40.497922	 -78.310636                                                                                                     
	17020	Chico, CA Metro Area	1	4238422715	105325812	    1636.464	      40.667	 39.665959	-121.601919                                                                                                     
	26020	Hobbs, NM Micro Area	2	11372051343	8468321	    4390.774	       3.270	 32.795687	-103.413271                                                                                                      
	27020	Iron Mountain, MI-WI Micro Area	2	3236248545	64644693	    1249.523	      24.959	 45.947692	 -88.080931                                                                                           
	30020	Lawton, OK Metro Area	1	4408014204	61426399	    1701.944	      23.717	 34.529110	 -98.430917                                                                                                     
	35020	Natchez, MS-LA Micro Area	2	3002640391	195603634	    1159.326	      75.523	 31.481833	 -91.525331                                                                                                
	44020	Spirit Lake, IA Micro Area	2	985764407	60490790	     380.606	      23.356	 43.389611	 -95.196057                                                                                                 
	45020	Sweetwater, TX Micro Area	2	2362061740	5052158	     911.997	       1.951	 32.312338	-100.418108                                                                                                  
	42020	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	1	8548549787	815580311	    3300.614	     314.897	 35.385226	-120.447542                                                                 
	11060	Altus, OK Micro Area	2	2078855933	4114419	     802.651	       1.589	 34.593949	 -99.412210                                                                                                       
	15060	Brookings, OR Micro Area	2	4215134990	934685387	    1627.473	     360.884	 42.466439	-124.210929                                                                                                 
	19060	Cumberland, MD-WV Metro Area	1	1947653075	18535226	     751.993	       7.156	 39.532185	 -78.807082                                                                                              
	16060	Carbondale-Marion, IL Metro Area	1	2600974322	110046661	    1004.242	      42.489	 37.757331	 -89.193181                                                                                         
	18060	Columbus, MS Micro Area	2	1309077217	28560500	     505.438	      11.027	 33.471424	 -88.439723                                                                                                   
	20060	Douglas, GA Micro Area	2	1490103280	70753625	     575.332	      27.318	 31.549245	 -82.844938                                                                                                    
	25060	Gulfport-Biloxi-Pascagoula, MS Metro Area	1	4586197020	2098192459	    1770.741	     810.117	 30.430245	 -88.979736                                                                               
	28060	Kalispell, MT Micro Area	2	13175882902	437082640	    5087.237	     168.759	 48.314575	-114.054533                                                                                                
	30060	Lebanon, MO Micro Area	2	1980627561	8515352	     764.725	       3.288	 37.659688	 -92.594840                                                                                                     
	35060	Natchitoches, LA Micro Area	2	3243341073	121033892	    1252.261	      46.731	 31.732551	 -93.082611                                                                                              
	37060	Oxford, MS Micro Area	2	1636141756	123047582	     631.718	      47.509	 34.349298	 -89.485903                                                                                                    
	38060	Phoenix-Mesa-Scottsdale, AZ Metro Area	1	37723752759	86675785	   14565.223	      33.466	 33.185765	-112.067862                                                                                   
	39060	Pottsville, PA Micro Area	2	2016645898	10834897	     778.631	       4.183	 40.703682	 -76.217788                                                                                                 
	40060	Richmond, VA Metro Area	1	11852491242	327650578	    4576.273	     126.507	 37.463462	 -77.475177                                                                                                 
	48060	Watertown-Fort Drum, NY Metro Area	1	3285858287	1524359917	    1268.677	     588.559	 43.996516	 -76.052902                                                                                      
	47080	Vidalia, GA Micro Area	2	1563141263	31476869	     603.532	      12.153	 32.154239	 -82.411382                                                                                                    
	49080	Winnemucca, NV Micro Area	2	24969524844	44196979	    9640.788	      17.065	 41.407914	-118.127591                                                                                                
	10100	Aberdeen, SD Micro Area	2	7352936358	111452523	    2838.985	      43.032	 45.522221	 -98.704155                                                                                                  
	15100	Brookings, SD Micro Area	2	2051807225	32967600	     792.207	      12.729	 44.376675	 -96.797797                                                                                                  
	16100	Carlsbad-Artesia, NM Micro Area	2	10815081659	56440148	    4175.727	      21.792	 32.457870	-104.306479                                                                                          
	18100	Columbus, NE Micro Area	2	1745758248	27319783	     674.041	      10.548	 41.576866	 -97.513467                                                                                                   
	25100	Guymon, OK Micro Area	2	5286917499	19215617	    2041.290	       7.419	 36.746317	-101.483855                                                                                                     
	27100	Jackson, MI Metro Area	1	1817308302	56538564	     701.667	      21.830	 42.248474	 -84.420868                                                                                                    
	29100	La Crosse-Onalaska, WI-MN Metro Area	1	2599849332	116616524	    1003.807	      45.026	 43.783246	 -91.318743                                                                                     
	32100	Marquette, MI Micro Area	2	4683958912	4185358957	    1808.487	    1615.976	 46.656629	 -87.583982                                                                                                
	36100	Ocala, FL Metro Area	1	4112985503	193293405	    1588.033	      74.631	 29.202805	 -82.043100                                                                                                     
	41100	St. George, UT Metro Area	1	6285672118	9134289	    2426.912	       3.527	 37.262531	-113.487800                                                                                                  
	43100	Sheboygan, WI Metro Area	1	1324200980	1968279272	     511.277	     759.957	 43.746002	 -87.730546                                                                                                
	46100	Tullahoma-Manchester, TN Micro Area	2	2881800366	72655813	    1112.669	      28.053	 35.303085	 -86.111905                                                                                       
	48100	Wauchula, FL Micro Area	2	1651878523	1439673	     637.794	       0.556	 27.492846	 -81.821580                                                                                                    
	49100	Winona, MN Micro Area	2	1621877146	39812978	     626.210	      15.372	 43.982268	 -91.776708                                                                                                     
	21120	Elk City, OK Micro Area	2	2335665265	5527154	     901.805	       2.134	 35.270601	 -99.690057                                                                                                    
	10140	Aberdeen, WA Micro Area	2	4926218548	834956830	    1902.024	     322.379	 47.113999	-123.826655                                                                                                  
	11140	Americus, GA Micro Area	2	1682460171	28168103	     649.602	      10.876	 32.098333	 -84.224311                                                                                                   
	14140	Bluefield, WV-VA Micro Area	2	2428934069	7345999	     937.817	       2.836	 37.248463	 -81.359375                                                                                                
	13140	Beaumont-Port Arthur, TX Metro Area	1	7858904931	764353319	    3034.340	     295.118	 30.347833	 -94.120371                                                                                      
	20140	Dublin, GA Micro Area	2	2875695898	38204475	    1110.312	      14.751	 32.530372	 -82.856653                                                                                                     
	22140	Farmington, NM Metro Area	1	14279077920	65425890	    5513.183	      25.261	 36.511624	-108.324578                                                                                                
	24140	Goldsboro, NC Metro Area	1	1432263112	9863348	     553.000	       3.808	 35.354190	 -78.008670                                                                                                   
	26140	Homosassa Springs, FL Metro Area	1	1507100924	495589452	     581.895	     191.348	 28.843640	 -82.524810                                                                                         
	32140	Marshall, MN Micro Area	2	1850698941	18410959	     714.559	       7.109	 44.409195	 -95.847268                                                                                                   
	39140	Prescott, AZ Metro Area	1	21039920080	11501575	    8123.559	       4.441	 34.631212	-112.577385                                                                                                  
	27160	Jackson, OH Micro Area	2	1088581966	3184785	     420.304	       1.230	 39.013477	 -82.614142                                                                                                     
	10180	Abilene, TX Metro Area	1	7105577372	36847363	    2743.479	      14.227	 32.452022	 -99.718743                                                                                                    
	14180	Blytheville, AR Micro Area	2	2332480064	49826361	     900.576	      19.238	 35.766943	 -90.052209                                                                                                
	19180	Danville, IL Metro Area	1	2326763526	7534491	     898.368	       2.909	 40.186754	 -87.726778                                                                                                    
	21180	Elkins, WV Micro Area	2	2692796583	667359	    1039.695	       0.258	 38.781095	 -79.867788                                                                                                       
	27180	Jackson, TN Metro Area	1	2870688476	5035253	    1108.379	       1.944	 35.610789	 -88.854393                                                                                                     
	28180	Kapaa, HI Micro Area	2	1605560469	1674243566	     619.910	     646.429	 22.012038	-159.705965                                                                                                    
	32180	Marshall, MO Micro Area	2	1956716995	29587339	     755.493	      11.424	 39.135840	 -93.204164                                                                                                   
	33180	Middlesborough, KY Micro Area	2	929806701	5480741	     359.000	       2.116	 36.722680	 -83.681046                                                                                               
	38180	Pierre, SD Micro Area	2	8269316423	506021650	    3192.801	     195.376	 44.498505	-100.370545                                                                                                    
	40180	Riverton, WY Micro Area	2	23786090581	212125873	    9183.861	      81.902	 43.054831	-108.608935                                                                                                 
	46180	Tupelo, MS Micro Area	2	3834425194	36689832	    1480.480	      14.166	 34.268271	 -88.682907                                                                                                     
	47180	Vincennes, IN Micro Area	2	1336514522	20754774	     516.031	       8.013	 38.688391	 -87.420354                                                                                                  
	48180	Waycross, GA Micro Area	2	3193625842	47013715	    1233.066	      18.152	 31.133114	 -82.368650                                                                                                   
	17200	Claremont-Lebanon, NH-VT Micro Area	2	10107502443	176274795	    3902.529	      68.060	 43.785741	 -72.159125                                                                                     
	25200	Hailey, ID Micro Area	2	12731890155	67489880	    4915.810	      26.058	 43.325486	-114.197340                                                                                                    
	42200	Santa Maria-Santa Barbara, CA Metro Area	1	7083927512	2729816973	    2735.120	    1053.988	 34.537057	-120.039973                                                                                
	10220	Ada, OK Micro Area	2	1865879213	12413427	     720.420	       4.793	 34.721445	 -96.691970                                                                                                        
	13220	Beckley, WV Metro Area	1	3281350429	27863627	    1266.937	      10.758	 37.905556	 -81.163907                                                                                                    
	15220	Brownwood, TX Micro Area	2	2446081829	32417771	     944.438	      12.517	 31.764103	 -98.998470                                                                                                  
	16220	Casper, WY Metro Area	1	13831870242	91060478	    5340.515	      35.159	 42.973602	-106.765070                                                                                                    
	17220	Clarksburg, WV Micro Area	2	2353000500	10811595	     908.499	       4.174	 39.288350	 -80.431530                                                                                                 
	20220	Dubuque, IA Metro Area	1	1575488097	21138791	     608.299	       8.162	 42.463481	 -90.878771                                                                                                    
	19220	Danville, KY Micro Area	2	1329044507	15775952	     513.147	       6.091	 37.507848	 -84.735684                                                                                                   
	21220	Elko, NV Micro Area	2	55286157226	96830576	   21346.106	      37.386	 40.906086	-115.554577                                                                                                      
	22220	Fayetteville-Springdale-Rogers, AR-MO Metro Area	1	8192540477	129289519	    3163.158	      49.919	 36.197633	 -94.119897                                                                         
	24220	Grand Forks, ND-MN Metro Area	1	8825308924	77226578	    3407.471	      29.817	 47.835929	 -96.842681                                                                                             
	26220	Hood River, OR Micro Area	2	1351717728	29106865	     521.901	      11.238	 45.511775	-121.655976                                                                                                 
	27220	Jackson, WY-ID Micro Area	2	11513645748	573740071	    4445.444	     221.522	 44.048663	-110.426071                                                                                               
	31220	Ludington, MI Micro Area	2	1282237606	1935670696	     495.075	     747.367	 43.996636	 -86.750814                                                                                                
	34220	Moultrie, GA Micro Area	2	1416686380	25002138	     546.986	       9.653	 31.189758	 -83.769741                                                                                                   
	39220	Price, UT Micro Area	2	3830974536	15891973	    1479.148	       6.136	 39.673284	-110.588484                                                                                                      
	40220	Roanoke, VA Metro Area	1	4839992437	72598010	    1868.732	      28.030	 37.286226	 -79.946935                                                                                                    
	46220	Tuscaloosa, AL Metro Area	1	7373818335	131651808	    2847.047	      50.831	 33.160611	 -87.715166                                                                                                
	48220	Weatherford, OK Micro Area	2	2561032754	34321688	     988.820	      13.252	 35.645601	 -98.997386                                                                                                
	23240	Fredericksburg, TX Micro Area	2	2740756101	8982856	    1058.212	       3.468	 30.325088	 -98.941851                                                                                              
	38240	Pinehurst-Southern Pines, NC Micro Area	2	1807460825	20689517	     697.865	       7.988	 35.308272	 -79.492725                                                                                   
	47240	Vineyard Haven, MA Micro Area	2	267455894	1004127633	     103.265	     387.696	 41.380969	 -70.701504                                                                                            
	11260	Anchorage, AK Metro Area	1	68154975065	2345684746	   26314.784	     905.674	 62.212784	-149.678222                                                                                               
	12260	Augusta-Richmond County, GA-SC Metro Area	1	9015004609	262744093	    3480.713	     101.446	 33.460371	 -81.982833                                                                                
	15260	Brunswick, GA Metro Area	1	3332039102	828371760	    1286.508	     319.836	 31.301752	 -81.588876                                                                                                 
	16260	Cedar City, UT Micro Area	2	8537573733	11390956	    3296.376	       4.398	 37.909304	-113.306740                                                                                                 
	17260	Clarksdale, MS Micro Area	2	1430818390	79539460	     552.442	      30.710	 34.228670	 -90.603165                                                                                                 
	18260	Cookeville, TN Micro Area	2	2960919890	35497828	    1143.218	      13.706	 36.277251	 -85.468501                                                                                                 
	19260	Danville, VA Micro Area	2	2620813835	26395443	    1011.902	      10.191	 36.811853	 -79.400122                                                                                                   
	20260	Duluth, MN-WI Metro Area	1	21789775318	2075554135	    8413.080	     801.376	 47.329701	 -92.376259                                                                                               
	21260	Ellensburg, WA Micro Area	2	5950707492	92362094	    2297.581	      35.661	 47.124444	-120.676714                                                                                                 
	22260	Fergus Falls, MN Micro Area	2	5107549566	653980191	    1972.036	     252.503	 46.405725	 -95.714578                                                                                              
	24260	Grand Island, NE Metro Area	1	5551274904	67070880	    2143.359	      25.896	 41.038567	 -98.272835                                                                                               
	28260	Kearney, NE Micro Area	2	3844421270	19189241	    1484.339	       7.409	 40.739145	 -99.031556                                                                                                    
	31260	Lufkin, TX Micro Area	2	2066240093	173369611	     797.780	      66.938	 31.251951	 -94.611056                                                                                                    
	29260	La Grande, OR Micro Area	2	5274790700	4995926	    2036.608	       1.929	 45.304081	-117.999149                                                                                                   
	34260	Mountain Home, AR Micro Area	2	1435587425	84022334	     554.283	      32.441	 36.280710	 -92.330438                                                                                              
	32260	Marshalltown, IA Micro Area	2	1482776067	1803080	     572.503	       0.696	 42.041691	 -92.981452                                                                                                
	38260	Pittsburg, KS Micro Area	2	1527463434	13609426	     589.757	       5.255	 37.505820	 -94.853897                                                                                                  
	43260	Sheridan, WY Micro Area	2	6535552388	7986323	    2523.391	       3.084	 44.781369	-106.881211                                                                                                    
	44260	Starkville, MS Micro Area	2	1186750731	9649656	     458.207	       3.726	 33.422313	 -88.876151                                                                                                  
	49260	Woodward, OK Micro Area	2	3217817742	9693376	    1242.406	       3.743	 36.425619	 -99.273661                                                                                                    
	12300	Augusta-Waterville, ME Micro Area	2	2246806175	216724439	     867.497	      83.678	 44.417012	 -69.765764                                                                                        
	13300	Beeville, TX Micro Area	2	2279809514	246409	     880.239	       0.095	 28.416077	 -97.742586                                                                                                     
	17300	Clarksville, TN-KY Metro Area	1	4398075054	132335357	    1698.106	      51.095	 36.749207	 -87.558283                                                                                            
	18300	Coos Bay, OR Micro Area	2	4134073995	544388947	    1596.175	     210.190	 43.184193	-124.092557                                                                                                  
	20300	Dumas, TX Micro Area	2	2330188757	25718180	     899.691	       9.930	 35.835676	-101.890502                                                                                                      
	24300	Grand Junction, CO Metro Area	1	8621965147	31428362	    3328.959	      12.135	 39.019492	-108.461837                                                                                             
	28300	Keene, NH Micro Area	2	1830365875	57990894	     706.708	      22.390	 42.925455	 -72.248217                                                                                                      
	30300	Lewiston, ID-WA Metro Area	1	3844328323	32663369	    1484.304	      12.611	 46.251696	-116.925017                                                                                                
	33300	Milledgeville, GA Micro Area	2	1889880381	42487922	     729.687	      16.405	 33.198527	 -83.091149                                                                                              
	32300	Martinsville, VA Micro Area	2	1018634690	5415311	     393.297	       2.091	 36.682647	 -79.873944                                                                                                
	36300	Ogdensburg-Massena, NY Micro Area	2	6942148461	365344549	    2680.379	     141.060	 44.488112	 -75.074311                                                                                        
	37300	Palestine, TX Micro Area	2	2752130046	39879877	    1062.603	      15.398	 31.841261	 -95.661726                                                                                                  
	42300	Sault Ste. Marie, MI Micro Area	2	4036315605	2952483920	    1558.430	    1139.960	 46.321819	 -84.520630                                                                                         
	46300	Twin Falls, ID Micro Area	2	6522650504	31249801	    2518.410	      12.066	 42.440397	-114.568729                                                                                                 
	45300	Tampa-St. Petersburg-Clearwater, FL Metro Area	1	6512932308	2115146547	    2514.657	     816.663	 28.125907	 -82.465286                                                                          
	48300	Wenatchee, WA Metro Area	1	12276108825	266090154	    4739.832	     102.738	 47.821128	-120.267544                                                                                                
	49300	Wooster, OH Micro Area	2	1437257218	4885101	     554.928	       1.886	 40.829661	 -81.887194                                                                                                     
	43320	Show Low, AZ Micro Area	2	25770082478	24078111	    9949.885	       9.297	 35.390785	-110.321025                                                                                                  
	17340	Clearlake, CA Micro Area	2	3254288304	188912510	    1256.488	      72.940	 39.094802	-122.746757                                                                                                 
	20340	Duncan, OK Micro Area	2	2253930696	54690950	     870.248	      21.116	 34.481361	 -97.855607                                                                                                     
	22340	Fitzgerald, GA Micro Area	2	647809457	9807028	     250.121	       3.787	 31.740775	 -83.147190                                                                                                   
	26340	Houghton, MI Micro Area	2	4012466421	15328958860	    1549.222	    5918.544	 47.681974	 -88.148797                                                                                                
	27340	Jacksonville, NC Metro Area	1	1975580950	370722552	     762.776	     143.137	 34.763109	 -77.499469                                                                                              
	29340	Lake Charles, LA Metro Area	1	6082764224	1767344271	    2348.568	     682.375	 29.978755	 -93.253243                                                                                             
	31340	Lynchburg, VA Metro Area	1	5491599067	68380853	    2120.318	      26.402	 37.364926	 -79.216689                                                                                                  
	32340	Maryville, MO Micro Area	2	2271326597	2361588	     876.964	       0.912	 40.361136	 -94.883146                                                                                                   
	36340	Oil City, PA Micro Area	2	1746387420	22148537	     674.284	       8.552	 41.401980	 -79.754418                                                                                                   
	38340	Pittsfield, MA Metro Area	1	2400491048	50746697	     926.835	      19.593	 42.375314	 -73.213948                                                                                                 
	37340	Palm Bay-Melbourne-Titusville, FL Metro Area	1	2629960540	1402786334	    1015.433	     541.619	 28.298304	 -80.700331                                                                            
	43340	Shreveport-Bossier City, LA Metro Area	1	8257355725	324450049	    3188.183	     125.271	 32.490638	 -93.671191                                                                                   
	45340	Taos, NM Micro Area	2	5705972272	3385844	    2203.088	       1.307	 36.576529	-105.637986                                                                                                        
	47340	Wabash, IN Micro Area	2	1068206218	22115988	     412.437	       8.539	 40.843747	 -85.795192                                                                                                     
	10380	Aguadilla-Isabela, PR Metro Area	1	1222489495	358947554	     472.006	     138.590	 18.356965	 -67.007895                                                                                         
	11380	Andrews, TX Micro Area	2	3886770077	957039	    1500.690	       0.370	 32.312258	-102.640206                                                                                                      
	13380	Bellingham, WA Metro Area	1	5456492712	1027129526	    2106.764	     396.577	 48.842653	-121.836432                                                                                               
	14380	Boone, NC Micro Area	2	809500164	2341456	     312.550	       0.904	 36.235372	 -81.709923                                                                                                        
	18380	Cordele, GA Micro Area	2	706002618	21657691	     272.589	       8.362	 31.915149	 -83.753531                                                                                                     
	21380	Emporia, KS Micro Area	2	2194958185	20561715	     847.478	       7.939	 38.455498	 -96.161589                                                                                                    
	23380	Fremont, OH Micro Area	2	1057901466	23963729	     408.458	       9.252	 41.355291	 -83.142735                                                                                                    
	22380	Flagstaff, AZ Metro Area	1	48222080889	110096951	   18618.650	      42.509	 35.829692	-111.773728                                                                                                
	26380	Houma-Thibodaux, LA Metro Area	1	5957078045	3239855454	    2300.041	    1250.915	 29.334130	 -90.843674                                                                                          
	28380	Kennett, MO Micro Area	2	1401369250	15831141	     541.072	       6.112	 36.153025	 -90.062254                                                                                                    
	30380	Lewistown, PA Micro Area	2	1064564850	9544799	     411.031	       3.685	 40.601607	 -77.651938                                                                                                   
	32380	Mason City, IA Micro Area	2	2508196661	22377392	     968.420	       8.640	 43.213732	 -93.274339                                                                                                 
	31380	Macomb, IL Micro Area	2	1526558088	2012555	     589.407	       0.777	 40.455808	 -90.678954                                                                                                      
	38380	Plainview, TX Micro Area	2	2602115649	246678	    1004.683	       0.095	 34.068436	-101.822888                                                                                                    
	42380	Sayre, PA Micro Area	2	2971750796	35275587	    1147.399	      13.620	 41.791495	 -76.502124                                                                                                      
	46380	Ukiah, CA Micro Area	2	9081415725	962953346	    3506.354	     371.798	 39.432388	-123.442881                                                                                                     
	47380	Waco, TX Metro Area	1	4668694471	81529872	    1802.593	      31.479	 31.427226	 -97.093473                                                                                                       
	49380	Worthington, MN Micro Area	2	1852113620	19287326	     715.105	       7.447	 43.677686	 -95.763132                                                                                                
