"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00024149","1989","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","3.0","X","396.6","","396.6","0","91","0","39","0","20","","7","0","5","0","78","0","14","0","155","0","24","0","-23.3","0,0204,","127",",0,0302,","112",",0,0201,","37.1",",0,0615,","38.9","0,0807,","-1.1","0,1029","-2.8","0,1201","-4.4","0,1211","","","","","-7.8","0,0304","-7.8","0,0304","-7.8","0,0304","-7.8","0,0304","-12.2","0,0209","2783.3","","2783.3","0","349.3",",0","475",",0","12.05","0","17.53","0","6.57","0","","","","","","","","","25.2","X"
"USW00024149","1990","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","3.5","X","617.1","","617.1","0","102","0","42","0","6","","3","0","3","0","45","0","12","0","149","0","58","0","-22.2","0,1222,","51",",0,1226,","51",",0,1225,","19.6",",0,0427,","41.7","0,0805,","-0.6","0,1206","-3.3","0,1218","-13.3","0,1219","-13.3","0,1219","-13.3","0,1219","-1.1","0,0325","-2.2","0,0227","-7.8","0,0219","-7.8","0,0219","-8.9","0,0215","2335.6","","2335.6","0","294.4",",0","181",",0","13.24","0","18.94","0","7.53","0","","","","","","","","","31.9","X"
"USW00024149","1991","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","3.3","X","343.0","","343.0","0","104","0","36","0","0","","1","0","0","0","61","0","7","0","143","0","31","0","-9.4","0,0129,","0","T,0,0306,+","36",",0,0314,","33.5",",0,0518,","37.8","0,0818,","-0.6","0,1018","-2.2","0,1028","-7.2","0,1030","-7.2","0,1030","","","-1.7","0,0327","-6.7","0,0130","-6.7","0,0130","-6.7","0,0130","-9.4","0,0129","2694.6","","2694.6","0","288.3",",0","51",",0","11.71","0","17.63","0","5.79","0","","","","","","","","","28.3","X"
"USW00024149","1992","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","3.3","X","481.1","","481.1","0","89","0","38","0","3","","3","0","0","0","73","0","6","0","150","0","40","0","-11.7","0,1206,","51",",0,1128,","51",",0,1128,","26.4",",0,0822,","40.0","0,0814,+","-0.6","0,1015","-3.9","0,1123","-5.6","0,1124","-6.7","0,1129","-10.6","0,1205","-1.1","0,0408","-2.8","0,0207","-4.4","0,0119","","","","","2547.1","","2547.1","0","272.7",",0","160",",0","12.42","0","18.37","0","6.46","0","","","","","","","","","19.0","X"
"USW00024149","1993","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","3.2","X","255.5","","255.5","0","116","0","52","0","33","","6","0","0","0","98","0","29","0","134","0","20","0","-17.2","0,0113,","152",",0,0113,+","114",",0,0218,","15.5",",0,0429,","36.1","0,0728,","0.0","0,1026","-2.2","0,1106","-4.4","0,1107","-10.0","0,1123","-10.0","0,1123","0.0","0,0406","-2.2","0,0311","-6.7","0,0301","-6.7","0,0301","-9.4","0,0227","3098.5","","3098.5","0","336.9",",0","506",",0","10.42","0","15.94","0","4.89","0","","","","","","","","","22.1","X"
"USW00024149","1994","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","","","552.7","","552.7","0","105","0","33","0","7","","5","0","0","0","77","0","9","0","147","0","46","0","-12.8","0,0208,","51",",0,1209,+","76",",0,0224,","19.1",",0,0424,","42.2","0,0722,","0.0","0,1030","-2.2","0,1118","-5.0","0,1121","-10.0","0,1204","-10.0","0,1204","-0.6","0,0326","-2.2","0,0325","-4.4","0,0322","-12.8","0,0208","-12.8","0,0208","2789.6","","2789.6","0","247.3",",0","205",",0","12.30","0","18.18","0","6.42","0","","","","","","","","","24.2","X"
"USW00024149","1995","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2850.7","","2850.7","","","","","","","","","","","","","","","","","","","","",""
"USW00024149","1996","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.5","X","372.8","","372.8","0","124","0","48","0","","","","","4","0","93","0","16","0","124","0","39","0","-20.0","0,0203,+","","","","","31.0",",0,1118,","41.1","0,0810,","-1.7","0,1017","-2.8","0,1021","-5.0","0,1204","-7.2","0,1217","-8.9","0,1226","0.0","0,0403","-2.2","0,0326","-6.1","0,0325","-10.0","0,0227","-10.0","0,0227","","","","","444.3",",0","","","10.80","0","16.45","0","5.15","0","280","X","270","X","17.0","X","21.5","X","",""
"USW00024149","1997","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.5","X","417.4","","417.4","0","115","0","47","0","","","","","0","0","88","0","13","0","140","0","28","0","-11.7","0,0127,","","","","","19.6",",0,0709,+","40.6","0,0803,","-0.6","0,1025","-3.3","0,1114","-6.7","0,1209","-6.7","0,1209","","","-1.7","0,0412","-2.8","0,0411","-11.7","0,0127","-11.7","0,0127","-11.7","0,0127","2958.1","","2958.1","0","383.8",",0","","","11.59","0","16.99","0","6.19","0","0","X","270","X","44.3","X","23.7","X","",""
"USW00024149","1998","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.4","X","574.1","","574.1","0","123","0","45","0","","","","","0","0","60","0","9","0","138","0","54","0","-16.7","0,1221,","","","","","45.7",",0,0710,","42.2","0,0805,","0.0","0,1019","-2.2","0,1030","-4.4","0,1209","-7.2","0,1218","-11.7","0,1219","-1.1","0,0330","-2.8","0,0328","-5.6","0,0114","-9.4","0,0113","-9.4","0,0113","2714.7","","2714.7","0","447.9",",0","","","12.41","0","18.05","0","6.77","0","280","X","250","X","20.6","X","28.2","X","",""
"USW00024149","1999","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.7","X","400.8","","400.8","0","97","0","41","0","","","","","0","0","68","0","8","0","130","0","38","0","-5.6","0,0126,+","","","","","22.1",",0,1026,","39.4","0,0728,+","-1.1","0,1016","-2.2","0,1220","","","","","","","-0.6","0,0415","-2.2","0,0328","-4.4","0,0211","","","","","2906.0","","2906.0","0","297.1",",0","","","11.68","0","17.38","0","5.98","0","250","X","230","X","20.1","X","25.0","X","",""
"USW00024149","2000","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.4","X","383.6","","383.6","0","102","0","40","0","","","","","0","0","99","0","8","0","137","0","36","0","-8.9","0,1212,+","","","","","20.8",",0,0930,","39.4","0,0730,","-0.6","0,0923","-2.8","0,1107","-5.0","0,1113","-6.7","0,1119","-8.9","0,1211","0.0","0,0331","-2.2","0,0219","-4.4","0,0130","","","","","2656.2","","2656.2","0","331.6",",0","","","11.14","0","16.68","0","5.60","0","260","X","260","X","20.6","X","26.8","X","",""
"USW00024149","2001","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.5","X","487.3","","487.3","0","102","0","36","0","","","","","0","0","89","0","8","0","142","0","49","0","-7.8","0,1226,+","","","","","14.5",",0,0627,","41.1","0,0812,","-0.6","0,1106","-3.3","0,1107","-5.0","0,1224","-7.2","0,1225","","","-0.6","0,0414","-2.2","0,0405","-6.7","0,0228","-6.7","0,0228","","","3201.9","","3201.9","0","267.5",",0","","","11.71","0","17.53","0","5.89","0","250","X","260","X","21.9","X","25.9","X","",""
"USW00024149","2002","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.7","X","429.4","","429.4","0","103","0","30","0","","","","","0","0","95","0","6","0","134","0","39","0","-9.4","0,1031,","","","","","21.3",",0,0829,","43.3","0,0713,","-0.6","0,1012","-2.2","0,1025","-5.0","0,1027","-6.7","0,1030","-9.4","0,1031","-1.1","0,0424","-3.9","0,0317","-6.7","0,0308","-6.7","0,0308","","","2867.0","","2867.0","0","257.8",",0","","","11.35","0","17.19","0","5.52","0","290","X","290","X","18.3","X","24.1","X","",""
"USW00024149","2003","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.5","X","578.0","","578.0","0","114","0","43","0","","","","","0","0","79","0","4","0","146","0","53","0","-12.8","0,1230,","","","","","22.4",",0,0307,","41.1","0,0730,+","0.0","0,1025","-7.8","0,1031","-7.8","0,1031","-7.8","0,1031","-9.4","0,1105","0.0","0,0419","-2.8","0,0302","-5.0","0,0226","-8.9","0,0225","-8.9","0,0225","2808.1","","2808.1","0","357.3",",0","","","12.36","0","18.28","0","6.44","0","250","X","260","X","19.2","X","25.0","X","",""
"USW00024149","2004","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.4","X","505.6","","505.6","0","111","0","41","0","","","","","2","0","68","0","6","0","150","0","44","0","-20.6","0,0105,","","","","","24.9",",0,0822,","40.6","0,0814,+","-0.6","0,1101","-3.9","0,1128","-6.1","0,1223","","","","","-1.1","0,0401","-2.2","0,0212","-10.6","0,0107","-10.6","0,0107","-10.6","0,0107","2673.4","","2673.4","0","340.8",",0","","","12.49","0","18.23","0","6.74","0","260","X","260","X","20.1","X","24.6","X","",""
"USW00024149","2005","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.4","X","450.1","","450.1","0","90","0","35","0","","","","","0","0","72","0","18","0","141","0","45","0","-13.9","0,1218,","","","","","16.3",",0,0506,","40.6","0,0721,","-0.6","0,1108","-2.2","0,1114","-4.4","0,1115","-6.7","0,1204","-10.0","0,1206","-1.1","0,0314","-2.2","0,0226","-5.6","0,0218","-6.7","0,0216","","","2610.9","","2610.9","0","299.1",",0","","","11.99","0","17.92","0","6.07","0","280","X","290","X","17.9","X","23.2","X","",""
"USW00024149","2006","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.7","W","570.7","","570.7","0","95","0","43","0","4","","1","0","0","0","67","0","5","0","143","0","56","0","-14.4","0,0218,","51",",0,1201,+","46",",0,1128,","17.0",",0,0604,","42.8","0,0723,","-1.1","0,1029","-5.0","0,1030","-5.0","0,1030","-8.3","0,1031","-9.4","0,1128","0.0","0,0327","-3.3","0,0313","-5.0","0,0225","-7.8","0,0220","-12.8","0,0219","2731.0","","2731.0","0","317.9",",0","76",",0","12.49","0","18.57","0","6.42","0","250","X","250","X","20.1","X","23.7","X","",""
"USW00024149","2007","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.4","W","542.6","","542.6","0","84","0","27","0","14","","4","0","0","0","82","0","19","0","147","0","51","0","-16.7","0,0112,","51",",0,1211,","69",",0,1210,","10.4",",0,1118,+","42.2","0,0705,","-2.2","0,1026","-2.2","0,1026","-4.4","0,1121","-6.7","0,1122","-10.0","0,1211","-0.6","0,0411","-2.8","0,0403","-4.4","0,0302","-6.7","0,0203","-12.2","0,0116","2785.9","","2785.9","0","196.9",",0","271",",0","12.09","0","18.06","0","6.12","0","270","X","280","X","17.4","X","23.2","X","",""
"USW00024149","2008","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.4","W","463.4","","463.4","0","102","0","27","0","20","","6","0","0","0","86","0","18","0","138","0","44","0","-16.7","0,1216,","203",",0,1226,+","155",",0,0127,","15.2",",0,1229,","42.2","0,0817,","-2.2","0,1011","-2.2","0,1011","-7.8","0,1213","-7.8","0,1213","-13.3","0,1214","-1.7","0,0421","-2.2","0,0403","-6.7","0,0128","-6.7","0,0128","-9.4","0,0124","2970.1","","2970.1","0","223.5",",0","500",",0","11.48","0","17.49","0","5.48","0","260","X","260","X","20.6","X","26.4","X","",""
"USW00024149","2009","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.3","W","529.8","","529.8","0","90","0","40","0","8","","3","0","0","0","96","0","21","0","141","0","45","0","-16.7","0,1208,","51",",0,0128,+","58",",0,1230,","27.7",",0,0807,","41.1","0,0801,","-1.1","0,1009","-5.0","0,1010","-5.0","0,1010","-7.8","0,1204","-9.4","0,1206","-1.1","0,0424","-4.4","0,0313","-4.4","0,0313","-7.2","0,0312","-9.4","0,0311","2917.2","","2917.2","0","291.6",",0","186",",0","11.40","0","17.25","0","5.55","0","280","X","210","X","17.0","X","23.2","X","",""
"USW00024149","2010","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.3","W","382.7","","382.7","0","112","0","50","0","15","","4","0","1","0","66","0","8","0","128","0","37","0","-18.3","0,1124,","76",",0,1220,+","76",",0,1121,","22.1",",0,0602,","38.9","0,0726,","0.0","0,1109","-2.8","0,1119","-14.4","0,1123","-14.4","0,1123","-14.4","0,1123","-2.8","0,0410","-2.8","0,0410","-4.4","0,0222","","","","","2883.7","","2883.7","0","368.5",",0","290",",0","11.78","0","17.41","0","6.15","0","300","X","250","X","21.5","X","28.2","X","",""
"USW00024149","2011","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.3","W","397.9","","397.9","X","115","X","44","X","3","","5","X","0","X","97","X","16","X","127","X","47","X","-13.9","X,0226,","76",",X,0222,","81",",X,0222,","23.4",",X,0215,","38.3","X,0828,","0.0","X,1025","-2.2","X,1026","-6.7","X,1203","-6.7","X,1203","-8.9","X,1222","0.0","X,0429","-7.2","X,0227","-7.2","X,0227","-7.2","X,0227","-13.9","X,0226","3047.7","","3047.7","X","332.6",",X","246",",X","11.07","X","16.76","X","5.38","X","260","X","260","X","17.0","X","23.2","X","",""
"USW00024149","2012","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.2","X","560.0","","560.0","X","113","X","48","X","7","","2","X","0","X","73","X","2","X","147","X","47","X","-9.3","X,0112,","178",",X,0119,","213",",X,0118,","22.4",",X,0326,","41.7","X,0807,","0.0","X,1021","-3.9","X,1111","","","","","","","-1.1","X,0407","-5.0","X,0307","-5.0","X,0307","-7.2","X,0113","-9.3","W,0112","2827.3","","2827.3","X","393.4",",X","313",",X","12.57","X","18.49","X","6.64","X","260","X","280","X","19.2","X","25.0","X","",""
"USW00024149","2013","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.1","W","639.2","","639.2","W","102","W","29","W","5","","2","W","0","W","95","W","15","W","136","W","64","W","-17.7","W,1208,","50",",W,1220,","46",",W,1220,","25.4",",W,0619,","41.7","W,0701,","0.0","W,1015","-2.7","W,1029","-7.7","W,1121","-7.7","W,1121","-11.6","W,1204","0.0","W,0501","-2.2","X,0325","-5.6","X,0323","-7.8","X,0122","-8.9","X,0112","2611.3","","2611.3","W","242.4",",W","123",",W","11.96","W","18.00","W","5.91","W","200","W","220","W","20.6","W","26.8","W","",""
"USW00024149","2014","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.5","W","591.2","","591.2","W","110","W","45","W","9","","4","W","0","W","73","W","19","W","158","W","49","W","-15.5","W,0206,","180",",W,0209,","135",",W,0208,","17.3",",W,0822,+","41.1","W,0729,","-0.5","W,1110","-5.5","W,1111","-5.5","W,1111","-9.9","W,1112","-9.9","W,1112","0.0","W,0324","-3.8","W,0322","-4.9","W,0210","-7.7","W,0208","-9.9","W,0207","2993.8","","2993.8","W","308.7",",W","356",",W","12.58","W","18.43","W","6.72","W","290","W","180","W","20.1","W","26.8","W","",""
"USW00024149","2015","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.4","W","666.3","","666.3","W","88","W","30","W","4","","2","W","0","W","65","W","9","W","171","W","53","W","-11.6","W,0101,","30",",W,1231,+","66",",W,1223,","21.1",",W,0601,","43.9","W,0628,","-0.5","W,1112","-3.8","W,1121","-6.6","W,1126","-7.7","W,1127","","","0.0","W,0405","-2.7","W,0305","-5.5","W,0304","-7.1","W,0102","-11.6","W,0101","2371.6","","2371.6","W","260.4",",W","182",",W","13.54","W","19.62","W","7.46","W","210","W","180","W","21.0","W","32.6","W","",""
"USW00024149","2016","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.5","W","464.6","","464.6","W","127","W","53","W","20","","7","W","0","W","64","W","14","W","147","W","43","W","-17.7","W,1218,+","200",",W,1217,+","127",",W,1214,","24.6",",W,0709,","38.9","W,0729,","-0.5","W,1116","-2.7","W,1118","-10.5","W,1207","-10.5","W,1207","-10.5","W,1207","0.0","W,0329","-2.7","W,0318","-6.0","W,0111","-9.9","W,0103","-9.9","W,0103","2395.7","","2395.7","W","384.0",",W","519",",W","12.74","W","18.59","W","6.89","W","180","W","180","W","18.3","W","24.1","W","",""
"USW00024149","2017","46.3747","-117.0156","437.7","LEWISTON NEZ PERCE CO AIRPORT, ID US","2.3","W","627.4","","627.4","W","118","W","60","W","28","","13","W","0","W","86","W","26","W","133","W","62","W","-15.5","W,0105,","150",",W,1228,","107",",W,1222,","33.8",",W,1229,","40.6","W,0829,","-2.7","W,1031","-2.7","W,1031","-6.0","W,1206","-9.9","W,1223","-9.9","W,1223","0.0","W,0411","-5.5","W,0225","-5.5","W,0225","-10.5","W,0202","-10.5","W,0202","2984.2","","2984.2","W","420.4",",W","829",",W","11.62","W","17.34","W","5.89","W","220","W","220","W","18.3","W","25.0","W","",""
