"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093739","2006","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","4.1","W","684.2","","684.2","X","114","X","69","X","0","","0","W","0","X","53","X","1","X","166","X","18","X","-9.4","X,0219,","0",",W,1231,+","8",",W,0114,","105.2",",X,0901,","36.1","X,0803,+","-1.1","X,1104","-3.9","X,1204","-4.4","X,1205","-7.2","X,1209","","","0.0","X,0330","-4.3","W,0320","-6.1","X,0227","-9.4","X,0219","-9.4","X,0219","2117.0","","2117.0","X","1192.5",",X","16",",W","14.57","X","19.37","X","9.76","X","80","X","70","X","","","","","25.0","X","30.4","X","","","",""
"USW00093739","2007","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","4.0","W","724.7","","724.7","X","102","X","66","X","2","","2","W","0","X","70","X","8","X","177","X","13","X","-11.7","X,0206,","76",",W,0407,","89",",W,0407,","62.0",",X,0415,","36.1","X,0808,","-1.1","X,1117","-2.2","X,1124","-5.0","X,1205","","","","","-2.2","X,0410","-2.2","X,0410","-4.4","X,0319","-7.2","X,0308","-9.4","X,0217","2236.7","","2236.7","X","865.6",",X","130",",W","14.10","X","18.87","X","9.33","X","30","X","330","X","","","","","17.4","X","23.7","X","","","",""
"USW00093739","2008","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","4.0","W","689.9","","689.9","X","119","X","62","X","4","","2","W","0","X","67","X","5","X","172","X","18","X","-12.2","X,0121,","51",",W,0221,+","56",",W,0119,","110.5",",X,1211,","35.0","X,0721,","0.0","X,1031","-2.2","X,1119","-5.6","X,1123","-7.2","X,1223","","","0.0","X,0416","-2.8","X,0310","-6.1","X,0229","-8.3","X,0211","-12.2","X,0121","2080.8","","2080.8","X","1112.7",",X","140",",W","14.26","X","19.19","X","9.34","X","110","X","110","X","","","","","22.8","X","29.9","X","","","",""
"USW00093739","2009","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","3.9","W","671.6","","671.6","X","123","X","80","X","3","","1","W","0","X","78","X","6","X","166","X","8","X","-14.4","X,0117,","25",",W,0313,+","25",",W,0313,","150.1",",X,0727,","33.3","X,0810,","0.0","X,1106","-2.2","X,1207","-6.1","X,1230","","","","","0.0","X,0417","-3.9","X,0325","-6.1","X,0305","-9.4","X,0304","-9.4","X,0304","2324.9","","2324.9","X","1590.9",",X","67",",W","13.94","X","18.33","X","9.54","X","50","X","40","X","","","","","20.6","X","26.4","X","","","",""
"USW00093739","2010","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","3.9","W","915.2","","915.2","X","92","X","59","X","28","","8","W","0","X","75","X","14","X","169","X","35","X","-12.8","X,0131,","254",",W,1227,+","259",",W,1226,","63.8",",X,0818,","37.8","X,0725,+","-1.7","X,1128","-2.8","X,1129","-6.7","X,1209","-6.7","X,1209","-8.9","X,1216","0.0","X,0308","-2.2","X,0228","-5.6","X,0215","-7.8","X,0209","-8.9","X,0202","2206.3","","2206.3","X","985.2",",X","1077",",W","14.24","X","18.85","X","9.63","X","80","X","80","X","","","","","21.9","X","26.8","X","","","",""
"USW00093739","2011","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","3.8","W","917.3","","917.3","X","110","X","61","X","2","","1","X","0","X","74","X","3","X","177","X","30","X","-11.7","X,0124,","25",",X,0327,+","28",",X,0210,","157.0",",X,0827,","37.8","X,0722,","-0.6","X,1031","-3.3","X,1218","-4.4","X,1219","","","","","0.0","X,0329","-2.2","X,0328","-6.1","X,0223","-8.3","X,0211","-11.7","X,0124","2330.5","","2330.5","X","920.9",",X","56",",X","15.12","X","19.99","X","10.26","X","70","X","160","X","","","","","22.8","X","30.8","X","","","",""
"USW00093739","2012","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","4.0","X","877.9","","877.9","X","111","X","69","X","0","","0","X","0","X","43","X","0","X","185","X","27","X","-8.3","X,0104,","0","T,X,0212,","8",",X,0212,","167.1",",X,1029,","38.9","X,0707,","0.0","X,1125","-2.2","X,1214","","","","","","","-2.2","X,0311","-2.2","X,0311","-5.6","X,0213","-7.2","X,0116","","","1776.5","","1776.5","X","1245.8",",X","13",",X","15.70","X","20.55","X","10.85","X","290","X","300","X","","","","","19.7","X","30.4","X","","","",""
"USW00093739","2013","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","4.1","W","827.4","","827.4","W","122","W","77","W","4","","3","W","0","W","65","W","3","W","168","W","25","W","-11.1","W,0125,","76",",W,0127,+","102",",W,0124,","61.5",",W,0306,","34.4","W,0718,+","0.0","W,1109","-2.7","W,1114","-4.9","W,1125","","","","","-2.1","W,0404","-3.3","X,0323","-4.4","X,0218","-7.2","X,0202","-8.9","X,0127","2117.8","","2117.8","W","1094.8",",W","213",",W","14.68","W","19.39","W","9.97","W","30","W","30","W","","","","","19.7","W","28.2","W","","","",""
"USW00093739","2014","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","4.0","W","731.9","","731.9","W","130","W","75","W","12","","7","W","0","W","75","W","10","W","175","W","12","W","-16.0","W,0130,","130",",W,0130,+","89",",W,0128,","45.2",",W,0516,","35.6","W,0618,","-1.0","W,1108","-2.7","W,1115","-6.0","W,1119","-7.1","W,1122","","","-4.9","W,0327","-4.9","W,0327","-4.9","W,0327","-9.9","W,0304","-9.9","W,0304","2268.2","","2268.2","W","965.3",",W","332",",W","13.93","W","18.74","W","9.12","W","60","W","60","W","","","","","21.0","W","26.8","W","","","",""
"USW00093739","2015","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","4.1","W","796.8","","796.8","W","130","W","78","W","12","","4","W","1","W","75","W","14","W","169","W","13","W","-18.2","W,0220,","150",",W,0217,","89",",W,0216,","54.4",",W,0727,","35.0","W,0623,","0.0","W,1115","-3.3","W,1124","","","","","","","0.0","W,0405","-3.2","W,0329","-9.3","W,0307","-9.3","W,0307","-9.3","W,0307","2480.8","","2480.8","W","1171.5",",W","287",",W","14.38","W","19.04","W","9.72","W","330","W","330","W","","","","","17.4","W","26.8","W","","","",""
"USW00093739","2016","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","4.1","W","893.2","","893.2","W","126","W","73","W","6","","5","W","0","W","64","W","8","W","172","W","26","W","-10.5","W,0214,","30",",W,0405,+","127",",W,0122,","186.9",",W,0929,","36.7","W,0814,","-0.5","W,1112","-3.8","W,1210","-7.7","W,1215","-7.7","W,1215","","","-0.5","W,0410","-3.2","W,0406","-5.5","W,0219","-10.5","W,0214","-10.5","W,0214","1874.8","","1874.8","W","1433.7",",W","311",",W","14.97","W","19.56","W","10.38","W","60","W","60","W","","","","","24.6","W","31.3","W","","","",""
"USW00093739","2017","37.9372","-75.4708","14.0","WALLOPS ISLAND WALLOPS FLIGHT FACILITY, VA US","4.0","W","765.4","","765.4","W","117","W","71","W","5","","1","W","0","W","67","W","5","W","180","W","12","W","-14.3","W,0109,","250",",W,0108,","254",",W,0107,","102.9",",W,1011,","35.0","W,0713,","-1.0","W,1110","-3.8","W,1111","-4.9","W,1213","-8.8","W,1228","-9.3","W,1229","-3.8","W,0323","-3.8","W,0323","-5.5","W,0306","-12.7","W,0110","-12.7","W,0110","1965.9","","1965.9","W","1234.6",",W","290",",W","14.89","W","19.47","W","10.31","W","60","W","330","W","","","","","19.2","W","24.1","W","","","",""
