"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012844","1996","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.1","X","2183.8","","2183.8","0","148","0","83","0","","","","","0","0","0","0","0","0","346","0","60","0","0.6","0,0205,","","","","","55.4",",0,0311,","34.4","0,0724,","","","","","","","","","234.1","","234.1","0","1190.1",",0","","","23.79","0","28.11","0","19.47","0","","","40","X","30","X","","","","","21.9","X","26.4","X","",""
"USW00012844","1997","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","3.7","X","2311.8","","2311.8","0","143","0","89","0","","","","","0","0","0","0","0","0","350","0","65","0","1.7","0,0119,","","","","","93.2",",0,0601,","35.0","0,0821,","","","","","","","","","75.5","","75.5","0","1579.1",",0","","","24.37","0","28.47","0","20.27","0","","","0","X","330","X","","","","","44.3","X","20.1","X","",""
"USW00012844","1998","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.1","X","2445.2","","2445.2","0","120","0","81","0","0","","0","0","0","0","0","0","0","0","352","0","111","0","6.1","0,0208,","0",",0,1231,+","0",",0,1231,+","160.0",",0,0122,","36.7","0,0615,","","","","","","","","","136.2","","136.2","0","1703.6",",0","0",",0","24.72","0","28.88","0","20.56","0","","","110","X","110","X","","","","","21.5","X","24.6","X","",""
"USW00012844","1999","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","3.9","X","2219.6","","2219.6","0","140","0","89","0","0","","0","0","0","0","0","0","0","0","355","0","61","0","5.0","0,0106,","0",",0,1231,+","0",",0,1231,+","180.3",",0,1015,","35.0","0,0830,+","","","","","","","","","78.2","","78.2","0","1594.3",",0","0",",0","24.13","0","28.49","0","19.77","0","","","60","X","50","X","","","","","21.0","X","27.3","X","",""
"USW00012844","2000","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.0","X","2179.5","","2179.5","0","100","0","57","0","","","","","0","0","0","0","0","0","355","0","70","0","1.7","0,0127,","","","","","131.1",",0,1125,","35.6","0,0529,","","","","","","","","","96.1","","96.1","0","1074.6",",0","","","23.96","0","28.28","0","19.65","0","","","190","X","190","X","","","","","14.8","X","19.2","X","",""
"USW00012844","2001","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.1","X","2262.6","","2262.6","0","131","0","85","0","","","","","0","0","0","0","0","0","350","0","57","0","2.2","0,0101,","","","","","129.8",",0,0913,","33.9","0,0826,+","","","","","","","","","164.6","","164.6","0","1709.9",",0","","","24.18","0","28.30","0","20.06","0","","","270","X","170","X","","","","","17.0","X","21.9","X","",""
"USW00012844","2002","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","3.9","X","2365.7","","2365.7","0","131","0","79","0","","","","","0","0","0","0","0","0","355","0","57","0","2.2","0,0104,","","","","","129.5",",0,0414,","35.0","0,0603,","","","","","","","","","82.1","","82.1","0","1528.5",",0","","","24.47","0","28.54","0","20.39","0","","","330","X","320","X","","","","","15.6","X","20.1","X","",""
"USW00012844","2003","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","3.8","X","2406.6","","2406.6","0","142","0","88","0","","","","","0","0","0","0","0","0","347","0","59","0","0.6","0,0124,","","","","","139.4",",0,0522,","33.9","0,0907,+","","","","","","","","","166.6","","166.6","0","1670.6",",0","","","24.46","0","28.72","0","20.19","0","","","220","X","210","X","","","","","17.9","X","22.8","X","",""
"USW00012844","2004","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.3","X","2245.7","","2245.7","0","136","0","82","0","","","","","0","0","0","0","0","0","354","0","72","0","1.1","0,1227,","","","","","223.3",",0,0925,","35.6","0,0715,+","","","","","","","","","113.9","","113.9","0","1655.1",",0","","","24.17","0","28.39","0","19.95","0","","","260","X","270","X","","","","","28.6","X","37.1","X","",""
"USW00012844","2005","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.1","X","2197.1","","2197.1","0","147","0","96","0","","","","","0","0","0","0","0","0","345","0","71","0","3.3","0,0124,","","","","","88.9",",0,0830,","35.6","0,0723,","","","","","","","","","132.5","","132.5","0","1612.1",",0","","","23.95","0","28.10","0","19.81","0","","","130","X","130","X","","","","","37.1","X","45.1","X","",""
"USW00012844","2006","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.1","W","2292.4","","2292.4","0","113","0","78","0","","","","","0","0","0","0","0","0","350","0","69","0","2.2","0,0214,","","","","","208.8",",0,1214,","37.2","0,0813,","","","","","","","","","144.1","","144.1","0","1375.9",",0","","","24.23","0","28.51","0","19.95","0","","","230","X","280","X","","","","","17.0","X","24.6","X","",""
"USW00012844","2007","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.1","W","2408.1","","2408.1","0","141","0","82","0","","","","","0","0","0","0","0","0","355","0","66","0","2.2","0,0217,","","","","","162.8",",0,1016,","34.4","0,0814,","","","","","","","","","89.8","","89.8","0","1621.5",",0","","","24.69","0","28.69","0","20.68","0","","","200","X","","","","","","","16.1","X","","","",""
"USW00012844","2008","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.3","W","2237.5","","2237.5","0","134","0","88","0","","","","","0","0","0","0","0","0","357","0","48","0","1.7","0,0103,","","","","","115.3",",0,0819,","36.1","0,0520,","","","","","","","","","62.2","","62.2","0","1504.6",",0","","","24.20","0","28.30","0","20.10","0","","","100","X","270","X","","","","","18.3","X","23.2","X","",""
"USW00012844","2009","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.0","W","2353.5","","2353.5","0","113","0","74","0","","","","","0","0","0","0","0","0","348","0","91","0","0.6","0,0205,","","","","","135.4",",0,0523,","35.6","0,0622,+","","","","","","","","","145.9","","145.9","0","1500.9",",0","","","24.37","0","28.71","0","20.02","0","","","260","X","260","X","","","","","19.2","X","24.1","X","",""
"USW00012844","2010","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.1","W","2211.8","","2211.8","0","123","0","78","0","","","","","0","0","2","0","0","0","322","0","106","0","0.0","0,1214,+","","","","","126.7",",0,0312,","35.6","0,0730,+","0.0","0,1214","","","0.0","0,0110","","","283.9","","283.9","0","1356.3",",0","","","23.33","0","27.68","0","18.99","0","","","220","X","230","X","","","","","17.9","X","27.7","X","",""
"USW00012844","2011","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.0","W","2622.7","","2622.7","X","125","X","72","X","","","","","0","X","0","X","0","X","358","X","119","X","5.0","X,0123,","","","","","67.6",",X,0807,","36.7","X,0614,","","","","","","","","","179.3","","179.3","X","1216.8",",X","","","25.33","X","29.55","X","21.11","X","","","310","X","270","X","","","","","20.6","X","26.4","X","",""
"USW00012844","2012","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.0","X","2310.6","","2310.6","X","140","X","95","X","","","","","0","X","0","X","0","X","357","X","47","X","3.9","X,0104,+","","","","","140.2",",X,0826,","33.9","X,0818,+","","","","","","","","","64.3","","64.3","X","2000.5",",X","","","24.41","X","28.35","X","20.47","X","","","140","X","250","X","","","","","19.2","X","29.5","X","",""
"USW00012844","2013","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.1","W","2452.5","","2452.5","W","132","W","81","W","","","","","0","W","0","W","0","W","357","W","63","W","3.3","W,0304,","","","","","172.0",",W,0520,","34.4","W,0725,+","","","","","","","","","97.3","","97.3","W","1651.7",",W","","","24.83","W","28.66","W","21.00","W","","","270","W","270","W","","","","","17.9","W","22.8","W","",""
"USW00012844","2014","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","3.9","W","2363.9","","2363.9","W","144","W","97","W","0","","0","H","0","W","0","W","0","W","348","W","70","W","3.3","W,0123,","0",",H,1231,+","0",",H,1231,+","75.7",",W,0109,","35.0","W,0703,","","","","","","","","","69.6","","69.6","W","1557.9",",W","0",",H","24.55","W","28.80","W","20.30","W","","","100","W","100","W","","","","","20.6","W","25.9","W","",""
"USW00012844","2015","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.1","W","2693.6","","2693.6","W","149","W","82","W","0","","0","H","0","W","0","W","0","W","358","W","89","W","3.3","W,0220,","0",",H,1231,+","0",",H,1231,+","64.3",",W,0916,","35.6","W,0714,+","","","","","","","","","74.9","","74.9","W","1286.9",",W","0",",H","25.54","W","29.40","W","21.68","W","","","220","W","230","W","","","","","15.7","W","21.0","W","",""
"USW00012844","2016","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.3","W","2568.6","","2568.6","W","129","W","86","W","0","","0","H","0","W","0","W","0","W","353","W","100","W","4.4","W,0124,","0",",H,1231,+","0",",H,1231,+","121.7",",W,0127,","35.0","W,0804,+","","","","","","","","","79.2","","79.2","W","1297.9",",W","0",",H","25.10","W","28.86","W","21.34","W","","","270","W","250","W","","","","","17.0","W","25.0","W","",""
"USW00012844","2017","26.6847","-80.0994","5.8","WEST PALM BEACH INTERNATIONAL AIRPORT, FL US","4.3","W","2483.8","","2483.8","W","124","W","75","W","","","0","H","0","W","0","W","0","W","355","W","90","W","5.6","W,1214,","","","0",",H,1231,+","129.5",",W,1028,","35.0","W,0817,","","","","","","","","","39.7","","39.7","W","1502.7",",W","0",",H","24.94","W","28.95","W","20.94","W","","","130","W","120","W","","","","","29.5","W","40.7","W","",""
