"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00084707","1989","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1818.8","","1818.8","0","112","0","68","0","0","","0","0","0","0","10","0","0","0","331","0","128","0","-7.2","0,1224,","0",",0,1231,+","0",",0,1231,+","64.0",",0,0514,","36.7","0,0712,","","","-1.7","0,1204","-7.2","0,1224","-7.2","0,1224","-7.2","0,1224","-1.7","0,0226","-3.9","0,0225","","","","","278.2","","278.2","0","     17.43","0,P,N","     30.52","0,P,N","1149.6",",0","0",",0","22.16","0","28.76","0","15.57","0","23582","0"
"USC00084707","1990","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","2016.8","","2016.8","0","106","0","60","0","0","","0","0","0","0","0","0","0","0","349","0","137","0","2.2","0,0113,","0",",0,1231,+","0",",0,1231,+","77.5",",0,0330,","37.2","0,0708,+","1980.5","0","","","","","","","","","","","","","","","","","348.3","","348.3","0","     17.96","0,P,N","     30.70","0,P,N","1071.8",",0","0",",0","23.46","0","29.98","0","16.93","0","24391","0"
"USC00084707","1991","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","2020.0","","2020.0","0","127","0","80","0","0","","0","0","0","0","2","0","0","0","332","0","138","0","-3.3","0,0216,","0",",0,1231,+","0",",0,1231,+","83.6",",0,0714,","37.2","0,0810,","1761.3","0","","","","","","","","","-1.7","0,0217","-3.3","0,0216","","","","","211.2","","211.2","0","     18.19","0,P,N","     30.10","0,P,N","1423.9",",0","0",",0","23.31","0","29.40","0","17.21","0","24286","0"
"USC00084707","1992","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1804.2","","1804.2","0","116","0","77","0","0","","0","0","0","0","2","0","0","0","335","0","117","0","-1.7","0,0117,","0",",0,1231,+","0",",0,1231,+","92.5",",0,0412,","36.7","0,0915,+","1769.4","0","","","","","","","","","0.0","0,0121","","","","","","","328.3","","328.3","0","","","","","1496.2",",0","0",",0","22.38","0","28.59","0","16.17","0","",""
"USC00084707","1993","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","123","0","78","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","83.8",",0,0908,","","","1751.7","0","","","","","","","","","","","","","","","","","","","","","     18.11","0,P,N","     31.71","0,P,N","1235.3",",0","0",",0","","","","","","","",""
"USC00084707","1994","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","137","0","100","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","111.8",",0,0902,","","","","","","","","","","","","","","","","","","","","","386.2","","386.2","0","","","","","1708.9",",0","0",",0","","","","","","","",""
"USC00084707","1995","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1970.1","","1970.1","0","106","0","85","0","0","","0","0","0","0","5","0","0","0","327","0","147","0","-3.3","0,1225,+","0",",0,1231,+","0",",0,1231,+","91.4",",0,0812,","38.3","0,0816,","","","0.0","0,1224","-3.3","0,1225","","","","","-0.6","0,0210","-3.3","0,0209","","","","","","","","","","","","","1473.2",",0","0",",0","22.57","0","28.81","0","16.33","0","",""
"USC00084707","1996","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1773.7","","1773.7","0","103","0","81","0","0","","0","0","0","0","8","0","0","0","327","0","126","0","-3.3","0,0205,","0",",0,1231,+","0",",0,1231,+","99.1",",0,0102,","37.2","0,0728,","1795.5","0","0.0","0,1220","","","","","","","-1.7","0,0217","-2.2","0,0206","","","","","472.1","","472.1","0","","","     31.27","0,P,N","1423.3",",0","0",",0","22.03","0","28.56","0","15.49","0","",""
"USC00084707","1997","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1718.9","","1718.9","0","104","0","79","0","0","","0","0","0","0","4","0","0","0","325","0","125","0","-3.9","0,0121,+","0",",0,1231,+","0",",0,1231,+","77.5",",0,1114,","36.7","0,0901,+","","","","","","","","","","","-3.9","0,0121","-3.9","0,0121","","","","","256.4","","256.4","0","     19.10","0,P,N","     31.63","0,P,N","1623.5",",0","0",",0","22.45","0","29.14","0","15.75","0","20477","0"
"USC00084707","1998","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","86","0","66","0","","","0","0","0","0","1","0","0","0","330","0","132","0","0.0","0,0315,","","","0",",0,1231,+","82.0",",0,0714,","40.0","0,0620,","","","","","","","","","","","0.0","0,0315","","","","","","","382.1","","382.1","0","     19.54","0,P,N","","","1504.3",",0","0",",0","23.10","0","29.58","0","16.62","0","",""
"USC00084707","1999","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","1760.7","","1760.7","0","108","0","71","0","0","","0","0","0","0","2","0","0","0","335","0","134","0","-2.8","0,0106,","0",",0,1231,+","0",",0,1231,+","86.9",",0,0928,","37.8","0,0801,","1781.8","0","0.0","0,1230","","","","","","","-2.8","0,0106","-2.8","0,0106","","","","","","","","","","","","","1230.5",",0","0",",0","22.70","0","29.39","0","16.00","0","",""
"USC00084707","2000","28.10417","-81.71444","42.1","LAKE ALFRED EXPERIMENTAL STATION, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244.5","","244.5","0","","","","","","","","","","","","","","","",""
