"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023062","1987","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","3.5","X","386.0","","386.0","0","98","0","48","0","60","","21","0","6","0","149","0","23","0","163","0","39","0","-23.9","0,0117,","432",",0,1228,","257",",0,0115,","44.7",",0,0608,","36.7","0,0820,","-1.1","0,1009","-2.8","0,1010","-4.4","0,1115","-10.0","0,1116","-10.0","0,1116","-1.1","0,0421","-3.9","0,0414","-9.4","0,0402","-9.4","0,0402","-9.4","0,0402","3172.1","","3172.1","0","509.5",",0","","","2117",",0","10.70","0","18.12","0","3.27","0","180227",",X","360","X","360","X","","","18.3","X","24.2","X","",""
"USW00023062","1988","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","3.9","X","480.1","","480.1","0","73","0","41","0","63","","17","0","10","0","154","0","26","0","176","0","45","0","-24.4","0,0104,","178",",0,0401,+","137",",0,0331,","42.9",",0,0518,","37.2","0,0624,","-2.2","0,1023","-2.2","0,1023","-5.0","0,1110","-7.2","0,1116","-10.6","0,1127","-2.2","0,0503","-2.2","0,0503","-5.6","0,0410","-8.3","0,0401","-8.9","0,0318","3378.5","","3378.5","0","380.7",",0","","","1137",",0","10.67","0","18.51","0","2.84","0","185477",",X","200","X","315","X","","","16.5","X","26.7","X","",""
"USW00023062","1989","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","3.7","X","428.3","","428.3","0","88","0","42","0","65","","17","0","16","0","146","0","31","0","168","0","38","0","-31.1","0,0205,","203",",0,0129,","218",",0,0128,","36.6",",0,0729,","39.4","0,0708,","-1.1","0,1016","-2.2","0,1018","-5.0","0,1029","-7.8","0,1030","-8.9","0,1115","-2.8","0,0501","-2.8","0,0501","-11.7","0,0410","-11.7","0,0410","-11.7","0,0410","3248.6","","3248.6","0","393.4",",0","","","1488",",0","10.27","0","18.02","0","2.51","0","184011",",X","290","X","270","X","","","17.0","X","26.2","X","",""
"USW00023062","1990","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","3.5","X","420.0","","420.0","0","106","0","43","0","46","","20","0","9","0","142","0","18","0","169","0","38","0","-31.7","0,1222,","178",",0,0120,","295",",0,0306,","34.0",",0,0709,","38.9","0,0701,+","-1.1","0,1007","-2.8","0,1009","-5.6","0,1103","-8.9","0,1104","-8.9","0,1104","0.0","0,0510","-3.3","0,0406","-6.1","0,0326","-10.0","0,0324","-10.0","0,0324","3192.3","","3192.3","0","424.3",",0","","","1662",",0","10.84","0","18.40","0","3.28","0","182398",",X","360","X","360","X","","","16.5","X","24.7","X","",""
"USW00023062","1991","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","3.2","X","383.1","","383.1","0","105","0","47","0","49","","22","0","3","0","157","0","16","0","157","0","29","0","-20.0","0,0126,","330",",0,1119,","152",",0,0430,","47.0",",0,0725,","37.8","0,0625,","-1.7","0,1005","-10.6","0,1028","-10.6","0,1028","-10.6","0,1028","-10.6","0,1028","0.0","0,0501","-6.7","0,0413","-6.7","0,0413","-6.7","0,0413","-10.6","0,0225","3095.6","","3095.6","0","516.4",",0","","","1834",",0","10.62","0","18.20","0","3.04","0","178497",",X","300","X","135","X","","","18.3","X","26.7","X","",""
"USW00023062","1992","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","3.5","X","277.2","","277.2","0","90","0","36","0","73","","18","0","4","0","143","0","14","0","170","0","17","0","-20.6","0,0115,","279",",0,0309,","351",",0,0107,","50.3",",0,0824,","37.2","0,0706,","-2.8","0,1007","-2.8","0,1007","-5.0","0,1008","-6.7","0,1104","-9.4","0,1121","-1.1","0,0425","-3.3","0,0401","-4.4","0,0311","-13.3","0,0310","-13.3","0,0310","3021.8","","3021.8","0","399.0",",0","","","1815",",0","10.61","0","18.23","0","3.00","0","170498",",X","350","X","360","X","","","17.9","X","23.1","X","",""
"USW00023062","1993","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","3.7","X","324.7","","324.7","0","97","0","41","0","50","","21","0","10","0","156","0","26","0","144","0","34","0","-22.8","0,0217,","152",",0,0211,","150",",0,1114,","27.4",",0,0918,","37.2","0,0731,","0.0","0,0914","-2.2","0,1009","-4.4","0,1028","-8.3","0,1029","-12.8","0,1030","-1.1","0,0502","-2.2","0,0404","-4.4","0,0317","-12.2","0,0313","-12.2","0,0313","3476.5","","3476.5","0","376.6",",0","","","1601",",0","9.75","0","17.21","0","2.29","0","173062",",X","290","X","270","X","","","20.6","X","24.7","X","",""
"USW00023062","1994","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","3.6","X","570.2","","570.2","0","80","0","35","0","35","","23","0","2","0","152","0","10","0","175","0","60","0","-19.4","0,1231,","279",",0,1114,","229",",0,1114,","20.8",",0,1001,","40.0","0,0626,","0.0","0,0922","-2.8","0,1025","-10.6","0,1114","-10.6","0,1114","-10.6","0,1114","0.0","0,0430","-5.0","0,0427","-5.0","0,0427","-6.7","0,0328","-11.1","0,0225","3116.0","","3116.0","0","279.7",",0","","","1458",",0","11.84","0","19.78","0","3.90","0","171288",",X","300","X","270","X","","","16.5","X","23.6","X","",""
"USW00023062","1995","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","384.9","","384.9","0","99","0","49","0","","","","","2","0","155","0","20","0","131","0","40","0","-21.7","0,0101,","","","","","38.9",",0,0517,","37.2","0,0810,+","-0.6","0,0920","-2.2","0,0921","-5.0","0,1024","-8.9","0,1101","-8.9","0,1101","-1.1","0,0501","-2.8","0,0426","-5.6","0,0423","-8.3","0,0411","-11.7","0,0330","3298.2","","3298.2","0","403.5",",0","","","","","10.09","0","17.61","0","2.58","0","","","","","","","","","","","","","",""
"USW00023062","1996","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","409.5","","409.5","0","84","0","34","0","34","","17","0","9","0","155","0","23","0","165","0","39","0","-26.1","0,0203,","102",",0,0314,","155",",0,0324,","23.9",",0,0526,","36.7","0,0812,+","0.0","0,0925","-2.2","0,0927","-4.4","0,1021","-6.7","0,1108","-12.2","0,1116","-5.0","0,0429","-5.0","0,0429","-5.0","0,0429","-10.6","0,0326","-10.6","0,0326","3241.8","","3241.8","0","318.4",",0","","","1191",",0","10.47","0","18.43","0","2.51","0","","","","","","","","","","","","","",""
"USW00023062","1997","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","371.0","","371.0","0","115","0","51","0","48","","22","0","6","0","160","0","30","0","153","0","26","0","-23.3","0,0112,","432",",0,1025,","300",",0,1024,","97.3",",0,0719,","37.8","0,0717,","0.0","0,1013","-7.8","0,1024","-7.8","0,1024","-7.8","0,1024","-11.7","0,1025","-2.2","0,0503","-2.2","0,0503","-7.2","0,0413","-7.2","0,0413","-13.3","0,0412","3336.5","","3336.5","0","605.8",",0","","","1788",",0","9.91","0","17.16","0","2.65","0","","","","","","","","","","","","","",""
"USW00023062","1998","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","399.8","","399.8","0","96","0","47","0","25","","13","0","6","0","142","0","13","0","162","0","33","0","-25.6","0,1222,","178",",0,0318,","201",",0,0318,","41.4",",0,0709,","37.8","0,0720,","0.0","0,1017","-2.8","0,1018","-7.2","0,1109","-7.2","0,1109","-8.9","0,1208","0.0","0,0429","-3.9","0,0417","-6.1","0,0331","-10.6","0,0320","-10.6","0,0320","3310.0","","3310.0","0","466.5",",0","","","1166",",0","10.72","0","18.15","0","3.29","0","","","","","","","","","","","","","",""
"USW00023062","1999","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","350.4","","350.4","0","78","0","39","0","28","","19","0","0","0","156","0","9","0","169","0","20","0","-15.6","0,0103,","178",",0,1122,","185",",0,1122,","36.1",",0,0811,","35.6","0,0705,+","0.0","0,0928","-2.8","0,0929","-6.1","0,1017","-7.2","0,1102","-10.6","0,1124","-2.2","0,0506","-2.2","0,0506","-6.7","0,0418","-6.7","0,0418","-10.0","0,0211","3032.0","","3032.0","0","479.2",",0","","","1353",",0","11.18","0","18.98","0","3.39","0","","","","","","","","","","","","","",""
"USW00023062","2000","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","531.7","","531.7","0","75","0","34","0","38","","13","0","2","0","162","0","14","0","165","0","61","0","-18.3","0,1212,","127",",0,0316,","140",",0,1106,","45.2",",0,0818,","37.8","0,0707,","-1.1","0,0924","-3.9","0,1104","-7.2","0,1106","-7.2","0,1106","-8.9","0,1107","-2.2","0,0513","-2.2","0,0513","-7.2","0,0404","-7.2","0,0404","-8.9","0,0219","2846.1","","2846.1","0","353.0",",0","","","949",",0","10.92","0","18.81","0","3.03","0","","","","","","","","","","","","","",""
"USW00023062","2001","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","490.4","","490.4","0","70","0","36","0","44","","17","0","3","0","158","0","19","0","167","0","49","0","-22.2","0,0209,","229",",0,0411,","241",",0,0411,","38.6",",0,0706,","37.2","0,0705,+","0.0","0,1005","-2.2","0,1006","-5.6","0,1119","-14.4","0,1127","-14.4","0,1127","-0.6","0,0521","-2.8","0,0423","-5.6","0,0319","-7.8","0,0301","-9.4","0,0228","3528.1","","3528.1","0","402.0",",0","","","1347",",0","10.88","0","18.62","0","3.13","0","","","","","","","","","","","","","",""
"USW00023062","2002","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","534.2","","534.2","0","57","0","22","0","28","","12","0","2","0","173","0","26","0","162","0","62","0","-20.6","0,0302,","127",",0,0303,+","112",",0,0301,","33.3",",0,0913,","38.9","0,0817,+","0.0","0,1012","-2.2","0,1017","-10.0","0,1030","-10.0","0,1030","-10.0","0,1030","0.0","0,0524","-3.9","0,0422","-4.4","0,0419","-10.6","0,0322","-10.6","0,0322","3134.8","","3134.8","0","216.3",",0","","","784",",0","10.51","0","18.72","0","2.31","0","","","","","","","","","","","","","",""
"USW00023062","2003","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","","","","","62","0","29","0","33","","12","0","","","","","17","0","164","0","48","0","","","559",",0,0319,","582",",0,0319,","78.7",",0,0319,","38.9","0,0718,","","","","","","","","","","","","","","","","","","","","","3256.3","","3256.3","0","408.3",",0","","","1538",",0","","","18.87","0","","","","","","","","","","","","","","","",""
"USW00023062","2004","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","255.1","","255.1","0","83","0","42","0","49","","18","0","5","0","153","0","17","0","161","0","19","0","-22.2","0,0106,","127",",0,1129,","114",",0,1129,","96.8",",0,0819,","37.8","0,0714,+","-0.6","0,1014","-2.8","0,1031","-8.3","0,1102","-8.3","0,1102","-10.0","0,1129","0.0","0,0513","-2.2","0,0501","-4.4","0,0330","-8.3","0,0215","-11.7","0,0214","","","","","436.4",",0","","","1130",",0","10.20","0","18.00","0","2.40","0","","","","","","","","","","","","","",""
"USW00023062","2005","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","430.5","","430.5","0","79","0","34","0","27","","12","0","5","0","166","0","19","0","160","0","36","0","-23.3","0,1209,+","254",",0,0411,","206",",0,0411,","33.8",",0,1010,","40.0","0,0721,","-1.1","0,1007","-3.3","0,1024","-7.8","0,1115","-7.8","0,1115","-8.9","0,1116","0.0","0,0512","-3.9","0,0501","-4.4","0,0326","-7.8","0,0316","-8.9","0,0219","3286.5","","3286.5","0","370.4",",0","","","1021",",0","10.66","0","18.58","0","2.75","0","","","","","","","","","","","","","",""
"USW00023062","2006","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","434.3","","434.3","0","70","0","38","0","40","","15","0","4","0","150","0","17","0","160","0","40","0","-25.0","0,0219,+","533",",0,1221,","526",",0,1221,","36.3",",0,1221,","37.8","0,0717,","-4.4","0,1018","-4.4","0,1018","-4.4","0,1018","-7.2","0,1101","-17.8","0,1130","0.0","0,0511","-2.2","0,0427","-4.4","0,0324","-11.1","0,0323","-11.1","0,0323","3044.0","","3044.0","0","321.5",",0","","","1508",",0","10.78","0","18.67","0","2.89","0","","","","","","","","","","","","","",""
"USW00023062","2007","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","449.6","","449.6","0","96","0","46","0","83","","19","0","8","0","138","0","36","0","174","0","42","0","-24.4","0,0203,+","356",",0,0122,+","142",",0,0122,","43.4",",0,0515,","37.2","0,0718,","0.0","0,1016","-3.3","0,1022","-4.4","0,1106","-11.1","0,1122","-11.1","0,1122","-2.2","0,0415","-2.2","0,0415","-4.4","0,0409","-6.7","0,0331","-10.0","0,0302","3465.0","","3465.0","0","443.4",",0","","","1408",",0","10.18","0","18.00","0","2.37","0","","","","","","","","","","","","","",""
"USW00023062","2008","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","384.0","","384.0","0","73","0","28","0","38","","9","0","7","0","174","0","23","0","163","0","41","0","-26.1","0,1215,","127",",0,0101,","79",",0,0205,","37.1",",0,0817,","38.9","0,0802,","0.0","0,1012","-5.6","0,1023","-5.6","0,1023","-7.8","0,1115","-8.9","0,1204","0.0","0,0514","-2.2","0,0504","-4.4","0,0412","-7.8","0,0402","-8.9","0,0304","3442.9","","3442.9","0","275.3",",0","","","707",",0","9.82","0","17.85","0","1.79","0","","","","","","","","","","","","","",""
"USW00023062","2010","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","425.0","","425.0","0","65","0","25","0","33","","10","0","4","0","166","0","13","0","157","0","43","0","-21.7","0,0108,","203",",0,0324,","203",",0,0324,","27.9",",0,0612,","38.3","0,0718,","-0.6","0,1009","-3.3","0,1029","-4.4","0,1110","-8.3","0,1123","-12.2","0,1125","0.0","0,0514","-2.2","0,0409","-6.1","0,0326","-10.0","0,0321","-10.0","0,0321","3672.6","","3672.6","0","298.8",",0","","","732",",0","10.43","0","18.30","0","2.57","0","","","","","","","","","","","","","",""
"USW00023062","2011","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","437.0","","437.0","7","77","7","41","7","51","","19","7","12","7","158","7","27","7","145","7","45","7","-27.2","7,0203,+","152",",7,1223,+","165",",7,1222,","80.5",",7,0708,","36.7","7,0801,+","0.0","7,1018","-2.2","7,1019","-7.8","7,1027","-7.8","7,1027","-10.0","7,1028","-0.6","7,0506","-5.0","7,0405","-5.0","7,0405","-6.7","7,0310","-10.0","7,0226","3287.9","","3287.9","7","479.7",",7","","","1128",",7","9.81","7","17.70","7","1.92","7","","","","","","","","","","","","","",""
"USW00023062","2012","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","590.5","","590.5","7","58","7","24","7","30","","10","7","1","7","143","7","17","7","184","7","67","7","-17.8","7,0112,","305",",7,0204,","203",",7,0204,","39.4",",7,0708,","40.0","7,0626,","-1.1","7,1005","-2.8","7,1007","-4.4","7,1028","-8.3","7,1111","-8.9","7,1112","0.0","7,0428","-3.9","7,0322","-6.1","7,0309","-7.8","7,0303","-9.4","7,0225","3100.5","","3100.5","7","243.4",",7","","","905",",7","11.87","7","20.03","7","3.72","7","","","","","","","","","","","","","",""
"USW00023062","2013","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","481.5","","481.5","7","84","7","40","7","37","","14","7","9","7","176","7","29","7","141","7","51","7","-23.3","7,1205,","178",",7,0324,+","152",",7,0416,+","164.3",",7,0913,","38.3","7,0712,","-2.2","7,1005","-2.2","7,1005","-5.0","7,1106","-8.9","7,1121","-8.9","7,1121","-1.1","7,0504","-2.8","7,0503","-7.2","7,0424","-7.2","7,0424","-8.9","7,0419","3435.5","","3435.5","7","638.7",",7","","","1259",",7","9.83","7","17.49","7","2.16","7","","","","","","","","","","","","","",""
"USW00023062","2014","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","318.2","","318.2","7","106","7","39","7","41","","14","7","12","7","150","7","23","7","170","7","28","7","-25.6","7,0206,","102",",7,1231,+","102",",7,1226,","26.4",",7,0930,","36.1","7,0708,","0.0","7,0914","-10.6","7,1111","-10.6","7,1111","-10.6","7,1111","-10.6","7,1111","0.0","7,0515","-7.8","7,0415","-7.8","7,0415","-7.8","7,0415","-15.0","7,0303","3353.4","","3353.4","7","426.2",",7","","","1073",",7","10.13","7","17.93","7","2.33","7","","","","","","","","","","","","","",""
"USW00023062","2015","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","398.2","","398.2","7","124","7","50","7","63","","25","7","4","7","129","7","32","7","165","7","34","7","-23.3","7,0101,","203",",7,1216,","165",",7,0201,","63.0",",7,0625,","36.1","7,0816,","0.0","7,1028","-3.3","7,1107","-4.4","7,1108","-10.0","7,1121","-10.0","7,1121","-2.2","7,0511","-2.2","7,0511","-4.4","7,0308","-10.6","7,0306","-10.6","7,0306","3171.1","","3171.1","7","612.6",",7","","","1895",",7","10.93","7","18.30","7","3.55","7","","","","","","","","","","","","","",""
"USW00023062","2016","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","503.5","","503.5","7","87","7","30","7","62","","13","7","5","7","139","7","14","7","180","7","61","7","-26.1","7,1218,","330",",7,0324,","312",",7,0324,","26.2",",7,0417,","39.4","7,0711,","-1.1","7,1020","-9.4","7,1118","-9.4","7,1118","-9.4","7,1118","-9.4","7,1118","-2.8","7,0503","-2.8","7,0503","-4.4","7,0402","-10.6","7,0325","-10.6","7,0325","3050.3","","3050.3","7","284.7",",7","","","1480",",7","11.56","7","19.72","7","3.40","7","","","","","","","","","","","","","",""
"USW00023062","2017","39.7633","-104.8694","1611.2","DENVER STAPLETON, CO US","","","492.2","","492.2","7","87","7","40","7","20","","8","7","2","7","149","7","17","7","179","7","59","7","-24.4","7,0107,+","127",",7,0106,+","124",",7,0105,","31.2",",7,0509,","38.9","7,0720,+","-0.6","7,1009","-3.3","7,1010","-6.1","7,1027","-6.7","7,1028","-9.4","7,1206","0.0","7,0521","-3.9","7,0430","-8.3","7,0308","-8.3","7,0308","-9.4","7,0228","2834.3","","2834.3","7","334.1",",7","","","505",",7","11.65","7","19.97","7","3.34","7","","","","","","","","","","","","","",""
